name,MMSI,IMO,country
GENERATION,244000133,0,Netherlands
LIQUIDOS,244020543,0,Netherlands
MOINOS,211520250,0,Germany
BARCELONA,244670932,0,Netherlands
GRETJE,211301450,0,Germany
SOUTH DAKOTA,244137325,0,Netherlands
ORANJE NASSAU 3,244620875,0,Netherlands
CALIFORNIA,244830176,0,Netherlands
SCHLOSS GRIPSHOLM,211475880,0,Germany
HYDRUS,205523290,0,Belgium
RUBIKON 4,267210152,0,Slovakia
AVENGER,244130505,0,Netherlands
OASIS,235059592,0,United Kingdom (UK)
KINGDOM YEAR,473885659,0,Yemen
JEANINE,244650706,0,Netherlands
TRICOLORE,244660745,0,Netherlands
ZUIDFRIESLAND,244710141,0,Netherlands
3462,264162463,0,Romania
VIKTORIA,211522860,0,Germany
PRIKAMIE,273459140,0,Russia
VULCAIN,226002250,0,France
VESPUCCI,244710659,0,Netherlands
CHRISTIAN BURMESTER,211836280,0,Germany
SYNTHESE 17,244650942,0,Netherlands
LUKA,211542160,0,Germany
OMS V,710222237,0,Brazil
INSIGNIS,244670834,0,Netherlands
HILLEGERSBERG,244670673,0,Netherlands
ZEUS,0,9648427,Netherlands
ANNA,244620869,0,Netherlands
TN 609,273329440,0,Russia
KRATOS,244810087,0,Netherlands
NOORDPOOL,244780663,0,Netherlands
INTRUDER,211627300,0,Germany
LELIEGRACHT,244660253,0,Netherlands
MAGELLAN,211515380,0,Germany
0C11,273366500,0,Russia
DETTMER TANK 179,211214670,0,Germany
THERA,244700581,0,Netherlands
SCHLOSS VERSAILLES,211531660,0,Germany
JULIA,211544420,0,Germany
MARCONI,279202573,0,Serbia
NICKY,244690365,0,Netherlands
VOLGONEFT 38,273319170,0,Russia
KITO,264163445,0,Romania
SAFFIRA,244710843,0,Netherlands
PLUTO,253242373,0,Luxembourg
NEPTUNUS,253242332,0,Luxembourg
ROSSINI,205490890,0,Belgium
PETR BAGRATION,273443640,0,Russia
LENY,211473910,0,Germany
BARBARA J JR,0,9255567,Germany
SCALETTA,244650571,0,Netherlands
KAMINASTAD,269057773,0,Switzerland
KAAIMAN,211590200,0,Germany
VOLGONEFT 112,273445640,8230675,Russia
MERCURY,244660404,0,Netherlands
EILTANK 24,211490510,0,Germany
LYNN II,269057205,0,Switzerland
PORTSMOUTH,214180406,0,Moldova
SERENITAS,253242272,0,Luxembourg
ETERNITY,244670858,0,Netherlands
DORTSMAN,244034582,0,Netherlands
FINT,244810764,0,Netherlands
NOORDKAAP,244140444,0,Netherlands
VISIOEN,244670040,0,Netherlands
TREASURE,244660896,0,Netherlands
CHOPIN,244660825,0,Netherlands
LOTTI BURMESTER,211789740,0,Germany
SOMTRANS XXI,244700786,0,Netherlands
NAVIGER 4,273445840,0,Russia
MAX PLANCK,244650836,0,Netherlands
VEENINGEN,244630651,0,Netherlands
BOREAS,244630980,0,Netherlands
IDA,244060885,0,Netherlands
FLORIAN BURMESTER,211809560,0,Germany
OKA46,273311970,0,Russia
STANLEYSTAD,269057736,0,Switzerland
CYCLOON,244660414,0,Netherlands
CELINA,211625180,0,Germany
ODYSSEUS 2,226015340,0,France
HOLSTEIN,211319650,0,Germany
ANACONDA,244650880,0,Netherlands
FRANK DEYMANN,211290330,0,Germany
KOLIN 8,271045801,0,Turkey
BILL,205298990,0,Belgium
G E O,244770606,0,Netherlands
STARUM,244750076,0,Netherlands
GIBRALTAR,244700504,0,Netherlands
SIMA,271010612,0,Turkey
BEVELAND,244690864,0,Netherlands
STAD STAVOREN,244770838,0,Netherlands
NECKARTAL,244750518,0,Netherlands
TOURMALINE,244700498,0,Netherlands
MEHMET AKIF,271045752,0,Turkey
SPANGEN,244750249,0,Netherlands
SCHLOSS MAINAU,211455300,0,Germany
PIZ ALBRIS,269057206,0,Switzerland
MISTRAL,205323590,0,Belgium
IRINA,226009650,0,France
PALJAS,205232090,0,Belgium
PHILOS,244650794,0,Netherlands
VESPUCCI,211804140,0,Germany
SYNTHESE 18,253242513,0,Luxembourg
CHRISTIAAN,244670266,0,Netherlands
BLUE CHRISTINA,244314633,0,Netherlands
LINDENGRACHT,244660260,0,Netherlands
ALOO,211285530,0,Germany
MT 34,273356190,0,Russia
UNION XIV,244860636,0,Netherlands
EL FARALLO UNO,224182660,0,Spain
RUBIKON122,267210082,0,Slovakia
VYATKA 251,273350900,0,Russia
GT 359,273555777,0,Russia
VANTAGE,244660111,0,Netherlands
NO.3TOUMEI MARU,431000178,0,Japan
RICH,244009864,0,Netherlands
CYPRIA,244700009,0,Netherlands
VIKTORIA JAEGERS,211490610,0,Germany
MARIA SOLTIN,657127600,0,Nigeria
SAM,244710164,0,Netherlands
VAN DYCK,211334230,0,Germany
WESTLANDGRACHT,244660255,0,Netherlands
MULSANNE,244660656,0,Netherlands
KUWAIT 10,219007671,0,Denmark
URSULA VALENTIN,211473820,0,Germany
VOLGONEFT 212,273333930,0,Russia
NOORDPARK,244118578,0,Netherlands
AGNES,243042695,0,Hungary
WENDELIN,211775790,0,Germany
PANTERA,244750924,0,Netherlands
HYDROVAC 7,244740507,0,Netherlands
BLIZZARD,244660413,0,Netherlands
ALADIN,244700046,0,Netherlands
NOVAMENTE,244670658,0,Netherlands
LNG LONDON,205549290,0,Belgium
VEERE,244700427,0,Netherlands
TAIYO MARU NO.17,431015162,0,Japan
HANSESLOP 6,211783290,0,Germany
DETERMINATION,244660496,0,Netherlands
CAROLIN,211439380,0,Germany
HENCOR,244670742,0,Netherlands
ZALIV,273356090,0,Russia
TMS MAX,211664590,0,Germany
NITRICO 2,244660094,0,Netherlands
CISTERNA DOS,224214870,0,Spain
HENDRIK SR,244690475,0,Netherlands
HYDROVAC 8,244740489,0,Netherlands
GREVELINGEN,244710157,0,Netherlands
HENDRIK 7,244690858,0,Netherlands
OS 39,273397250,0,Russia
EILTANK 81,211511210,0,Germany
NAUTA,244000953,0,Netherlands
ENDEAVOUR,244660571,0,Netherlands
HAAIBAAI,244790972,0,Netherlands
CEDERT,205549390,0,Belgium
LADJARII,279202443,0,Serbia
YAHATA MARU,431500506,0,Japan
ERASMUS,211645700,0,Germany
DE HOOP 2,244660485,0,Netherlands
COMBIMAC,205388090,0,Belgium
BOXSTER,205419290,0,Belgium
YEE HOP 8,477996072,0,Hong Kong
SPOB ARS 09,525700265,0,Indonesia
DESA,211513250,0,Germany
REMZI KAPTAN,271010191,0,Turkey
NAVIRA,205369890,0,Belgium
VOLGONEFT 239,273354600,0,Russia
NTUGBU 1,657115300,0,Nigeria
ZAHIRA,211436030,0,Germany
MARTINIQUE,244810693,0,Netherlands
SPEED,279202463,0,Serbia
COMPAGNON,244660564,0,Netherlands
PALADIN,244020530,0,Netherlands
DETTMER TANK 118,211727730,0,Germany
RP DORDRECHT,269057455,0,Switzerland
MARTENS 6,244620836,0,Netherlands
KAAPSTAD,205370590,0,Belgium
TMS NICOLE II,211589800,0,Germany
STOLT DONAU,244378519,0,Netherlands
EMBATA,244660423,0,Netherlands
SONORA,244730016,0,Netherlands
CORINA,269057085,0,Switzerland
STOLT MERWEDE,244740788,0,Netherlands
NOORDSTER,244740453,0,Netherlands
STOER,211757370,0,Germany
MERAPI,253242258,0,Luxembourg
REINIE,244770901,0,Netherlands
HEINRICH 2,211515230,0,Germany
BUNKER SERVICE 14,0,9755971,Germany
CORINA,244690474,0,Netherlands
CAPITAN ZAKHAROV,273275200,8862648,Russia
ETERNITY,244710484,0,Netherlands
MAXINE DEYMANN,211649550,0,Germany
ARGONON,244740681,0,Netherlands
VALENTINO,244000336,0,Netherlands
JOLANDA 2,244710316,0,Netherlands
TESSA,244700879,0,Netherlands
OKSKIY 52,273323720,0,Russia
NAVIGER 1,273342100,8867143,Russia
ENPRIX ASIA,533130932,0,Malaysia
VENTRANS 2,244650211,0,Netherlands
DETTMER TANK 134,211216720,0,Germany
PETER JAEGERS,0,9624081,Germany
VON HUMBOLDT,244660392,0,Netherlands
ZUIDWAL,244670511,0,Netherlands
HORIZONTE,244314561,0,Netherlands
KAMINASTAD,244660918,0,Netherlands
CHANTAL,211645330,0,Germany
WOLF,205295690,0,Belgium
CORA,211228220,0,Germany
SHELL 5,211781770,0,Germany
VOLGONEFT 231,273442640,8866058,Russia
CASTOR,207072385,0,Bulgaria
SHENANDOAH,211518840,0,Germany
ZARIA,244780387,0,Netherlands
ALLIANTIE,0,9174191,Switzerland
NESSELANDE,244700100,0,Netherlands
FIDELITY,244740942,0,Netherlands
SOMTRANS XX,244700714,0,Netherlands
AMARONE,244660152,0,Netherlands
GAS 88,211547100,0,Germany
AEGLE,211489210,0,Germany
MALLORCA,205267390,0,Belgium
MONTEVERDI,205257090,0,Belgium
SERANO,244630605,0,Netherlands
GALILEO,244010955,0,Netherlands
DE EEUW,244810921,0,Netherlands
NAIMA,0,9485966,Germany
CARPE AURORAM,244660478,0,Netherlands
HEIJPLAAT,244890670,0,Netherlands
JOHN MASCOW,211789680,0,Germany
CRISTINA,244820331,0,Netherlands
BALDER,205219590,0,Belgium
PAMELA,244700599,0,Netherlands
OMMOORD,244110397,0,Netherlands
REGINA W II,211463570,0,Germany
MEKHANIK TORMASOV,273413700,8889452,Russia
HYDROVAC 18,244700200,0,Netherlands
LUIZ REBELO II,710810002,0,Brazil
QUEBEC,244700688,0,Netherlands
BARTJE1,244700681,0,Netherlands
SCHLOSS PETERHOF,211785120,0,Germany
ELISABETHSTAD,205491290,0,Belgium
DETTMER TANK 120,211745730,0,Germany
HEIDI REICH,211383970,0,Germany
COSMOS,205260390,0,Belgium
VERANO,211514040,0,Germany
SPOB PATRA ZALVA III,525020432,0,Indonesia
CATHY,244670452,0,Netherlands
PIZ BEVER,211588610,0,Germany
AGIOS NIKOLAOS,237480300,0,Greece
FEDOR RYABININ,272037100,0,Ukraine
LEECHUN,477996426,0,Hong Kong
EILTANK 83,211280440,0,Germany
EILTANK 69,211555440,0,Germany
ANGELIQUE,244730048,0,Netherlands
EXPERTA,244660328,0,Netherlands
MUROM,273445150,0,Russia
EILTANK 42,211496350,0,Germany
PRIDE OF FAIAL,244630829,0,Netherlands
NORDWIND,211182530,0,Germany
BERINGZEE,0,9580742,Netherlands
FORENS,264163410,0,Romania
MINOR2,211798640,0,Germany
SANTOS,205230390,0,Belgium
MADARA,207261414,0,Bulgaria
HYDROVAC 17,244700197,0,Netherlands
HYDROVAC 4,244670108,0,Netherlands
TELESTHO,244082008,0,Netherlands
BRANDINI,244810759,0,Netherlands
HYDROVAC 20,244700193,0,Netherlands
DENSA DEMET,271002162,0,Turkey
EILTANK 45,211496390,0,Germany
VOLGONEFT 101,273277000,0,Russia
ST 18,273352850,0,Russia
WATERPOORT,244620890,0,Netherlands
DOLFIJN,244670245,0,Netherlands
AQUASHIP,244710226,0,Netherlands
STOLT HAMBURG,0,8643676,Netherlands
PROSERPINA,244660095,0,Netherlands
VAL D ARGOAT,227598930,0,France
OM 379,234501007,0,United Kingdom (UK)
IDUNA,244670789,0,Netherlands
PROODOS,538009836,0,Marshall Islands
CAYMAN,205524290,0,Belgium
MONTREAL,244700690,0,Netherlands
OS 254,273339090,0,Russia
QUATTRO,253242437,0,Luxembourg
PHERUSA,211487210,0,Germany
VOLGONEFT 242,273351010,0,Russia
BIRGIT DEYMANN,244770183,0,Netherlands
SPARTAK,207262337,0,Bulgaria
DINTEL 2,244710949,0,Netherlands
BURAN,211500770,0,Germany
ELIANE,244750641,0,Netherlands
BLACKBEAR,211182980,0,Germany
VOLLENHOVE,244660841,0,Netherlands
VIA VAI,244670899,0,Netherlands
NIKOLAOS A,239857100,0,Greece
VOLHARDING XI,244710876,0,Netherlands
CHRISTIAN BURMESTER,244196936,0,Netherlands
MARIA,0,9485992,Germany
BLUE RENEE,244376509,0,Netherlands
VOLGONEFT 106,273350010,8230625,Russia
MAIKE,253242385,0,Luxembourg
STOLT SCHELDE,205378590,0,Belgium
VOLGONEFT 125,273341400,8231021,Russia
KEPLER,203999372,0,Austria
CHARLES D,205528990,0,Belgium
ROZALINDE,244620961,0,Netherlands
ANNA,211541590,0,Germany
DALLAS,244370444,9936238,Netherlands
VANQUISH,244660114,0,Netherlands
REA,244690543,0,Netherlands
VIORICA,211183840,0,Germany
PATRIA,244750348,0,Netherlands
SOPHIA,244660720,0,Netherlands
SHANE.V,211509670,0,Germany
CHABELI,244007535,0,Netherlands
YEE LEE 11,477996013,0,Hong Kong
TMS PIA,211540960,0,Germany
UNION XII,244020207,0,Netherlands
AQUA MARE,244700289,0,Netherlands
REGINA W,211515080,0,Germany
EILTANK 27,211439110,0,Germany
CONQUEST,244690563,0,Netherlands
PILATUS,244021484,0,Netherlands
EENHOORN,244650993,0,Netherlands
ZWAANTJE 5,244670173,0,Netherlands
DINTEL,244021929,0,Netherlands
RUDOLF DEYMANN,211595680,0,Germany
MARGOT LA FILEUSE,244890626,0,Netherlands
SABA,244750303,0,Netherlands
BUNKER CHRISTINA,264162989,0,Romania
GALYPSOS,205338490,0,Belgium
THEODELA,205415190,0,Belgium
ELBINGERODE,0,8643755,Germany
SINEO,244700521,0,Netherlands
BODENSEE,211542440,0,Germany
SYDNEY,244700689,0,Netherlands
SCHELDE,244670290,0,Netherlands
ARMADA,205252890,0,Belgium
PRINSES,244000876,0,Netherlands
LADJAR RAJO,279202630,0,Serbia
JOLANDA,244710652,0,Netherlands
THEODORA,244690908,0,Netherlands
ARIES,207072335,0,Bulgaria
WEENA,244035772,0,Netherlands
CHRISTOPH BURMESTER,211850250,0,Germany
EILTANK 39,211515740,0,Germany
INCUBATOR,244740786,0,Netherlands
NEW JERSEY,226014730,0,France
KALKANLAR 4,271040410,0,Turkey
YAKOS,207261710,0,Bulgaria
SOFIE,244150137,0,Netherlands
DISTRIBUTOR,232014850,0,United Kingdom (UK)
ONION,211285540,0,Germany
RODORT 10,244700915,0,Netherlands
COMPONIST,244670209,0,Netherlands
SOMTRANS XXVIII,205524390,0,Belgium
GAMMA,205236190,0,Belgium
DARTIMON,226011560,0,France
VOLHARDING 10,244690993,0,Netherlands
OHSHIMAMARU,431009036,0,Japan
LIJNBAANSGRACHT,244660265,0,Netherlands
TAUNUS2,211520350,0,Germany
MURAT BEY,271010194,0,Turkey
CHAMSIN,244660420,0,Netherlands
LOUIS,205378390,0,Belgium
VOJA,0,9445796,Netherlands
PORT 2,211713320,0,Germany
AQUA TEAM,203999335,0,Austria
MAI W,211770970,0,Germany
CARINALEXANDER,244700131,0,Netherlands
GAS 81,211493530,0,Germany
PIZ PALU,244700930,0,Netherlands
TELSTAR,244690528,0,Netherlands
VOLENDAM,244620740,0,Netherlands
FAVORIET,244670831,0,Netherlands
SCHLOSS BABELSBERG,211510430,0,Germany
SHAKIRA,244660842,0,Netherlands
NICKY,0,9496484,Netherlands
SC 54,715987654,0,-
COCCINELLA,205531790,0,Belgium
EILTANK 1,211790480,0,Germany
CHARIS,205528890,0,Belgium
VIGO,244670171,0,Netherlands
SAP V,247377100,0,Italy
INFINITY,205392790,0,Belgium
BIRJO,205248590,0,Belgium
POOLZEE,205435190,0,Belgium
JULIEN M,226009040,0,France
ELLIOT,244021954,0,Netherlands
THEODELA C,205420690,0,Belgium
RPG OSLO,269057643,0,Switzerland
VOLGONEFT 121,273444640,8866034,Russia
HANS NICO,244660483,0,Netherlands
AIMEE,244006327,0,Netherlands
WILSON,211519220,0,Germany
KOLIN 5,271043809,0,Turkey
SYNTHESE 5,211579600,0,Germany
EDERSEE,211664350,0,Germany
RISICO,244670158,0,Netherlands
ANGELIKA,211504720,0,Germany
NURUM,271001125,0,Turkey
SWISS LNG II,244579288,0,Netherlands
HYDROVAC 19,244700201,0,Netherlands
CONVENANT,244670865,0,Netherlands
CHESON,244700574,0,Netherlands
OT 2108BN T 02,273339520,0,Russia
SUN CHUN 8,477996298,0,Hong Kong
KROONSTAD,205546690,0,Belgium
SLOT LOEVESTEIN,211434550,0,Germany
ZOSIA,261182515,0,Poland
DE FRIESLAND,244670723,0,Netherlands
VOTUM CORDIS,244710364,0,Netherlands
ELLEN,244060192,0,Netherlands
YOHOUMARU,431009571,0,Japan
SUNNY WILLIAMS,367359930,0,United States (USA)
NORDIC EXPRESS,636007363,0,Liberia
HEINRICH,211514890,0,Germany
JUSTINE,211729530,0,Germany
NORTH DAKOTA,244094246,0,Netherlands
PURITY,205551390,0,Belgium
PALMGRACHT,244660263,0,Netherlands
GULF ROTTERDAM,244860177,0,Netherlands
ISTOROMI,244670741,0,Netherlands
MARFORT 20,710029220,0,Brazil
MARIA DEYMANN,211612900,0,Germany
MELTEMI,244678415,0,Netherlands
ODYSSEUS,226000590,0,France
VERITAS 3,244710866,0,Netherlands
LIDA,244700380,0,Netherlands
ORANJE NASSAU,244660159,0,Netherlands
CARIA,244700853,0,Netherlands
RIGEL,207072333,0,Bulgaria
MARPOL 18,244650746,0,Netherlands
MANOUK,244000835,0,Netherlands
SPEED2,279202472,0,Serbia
VIRAGE,244690994,0,Netherlands
PATRICIA,244700326,0,Netherlands
MERAKI,211553110,0,Germany
NIEUWE MAAS,244316022,0,Netherlands
NIKLAS,211517290,0,Germany
SIRIUS,244030715,0,Netherlands
TONY,630001012,8884476,Guinea-Bissau
ANTIGUA,244830109,0,Netherlands
CHALLENGER,244004909,0,Netherlands
BLUE DINA,244729089,0,Netherlands
BUNKER 7,271010164,0,Turkey
ANCLAJO,211384990,0,Germany
SOPHIE,244184029,0,Netherlands
VOLGONEFT 37,273350960,0,Russia
EILTANK 36,211475070,0,Germany
PIZ ARINA,269057297,0,Switzerland
MARCHIENA,244670835,0,Netherlands
LYNSEY,244046289,0,Netherlands
MAASDAM,244660416,0,Netherlands
BANZYSTAD,244670973,0,Netherlands
SCHLOSS CHAMBORD,211439370,0,Germany
PASHA 7,271049732,0,Turkey
RODORT 7,244690658,0,Netherlands
SYNERGY,205217290,0,Belgium
DREDGE E. STROUD,367310140,0,United States (USA)
TORONTO,244660356,0,Netherlands
ECOBALT,273359680,0,Russia
DETTMER TANK 52,211178250,0,Germany
GRANIT,271010167,0,Turkey
BITUMINA 2,205552090,0,Belgium
EVITA,244670882,0,Netherlands
RENEE,244690333,0,Netherlands
MATTHINGE,244001750,0,Netherlands
MERU,244700204,0,Netherlands
ALADIN,205297690,0,Belgium
SBORSCHIK 1,273332640,0,Russia
CADANZ,244670833,0,Netherlands
ASPORTO,244670406,0,Netherlands
CSM 2,563030620,0,Singapore
GENFERSEE,244185400,0,Netherlands
INFINITY,244660811,0,Netherlands
HEIKO,235067397,0,United Kingdom (UK)
MEANDY,244700414,0,Netherlands
FORTUNA,211626380,0,Germany
CHICAGO,244670404,0,Netherlands
AQUA LIGERA,244810692,0,Netherlands
VOLGONEFT 162,273279000,8867131,Russia
SIROCCO,253242440,0,Luxembourg
CASTOR,244650754,0,Netherlands
BEAUFORT,269057336,0,Switzerland
SARDONYX,244124317,0,Netherlands
MONTANA,244990998,0,Netherlands
MALIA,205542590,0,Belgium
SPYDER,205547690,0,Belgium
OLIESERVICE 4,244670165,0,Netherlands
VINKEL,244660393,0,Netherlands
VLADIMIR PANKOV,273345900,8230807,Russia
VALIENTE,211530930,0,Germany
ZOSTERA,244317074,0,Netherlands
GINO,211516510,0,Germany
KLAARTJE,244670754,0,Netherlands
GRACIAS,211706940,0,Germany
HYDROVAC 9,244700199,0,Netherlands
SYNTHESE 1,244650812,0,Netherlands
GORDON K,368074120,0,United States (USA)
INTERNAUTIC,261185420,0,Poland
AGATA 1,261182611,0,Poland
PECHORA,273338090,0,Russia
OS 29,273390350,0,Russia
LEO DETERMAN,244700188,0,Netherlands
AQUILON,205404390,0,Belgium
VACANDO,244000046,0,Netherlands
LAUSANNE,205426890,0,Belgium
SLOT DOVER,211832730,0,Germany
CALCIT 11,244690484,0,Netherlands
GRETE MARIE,0,9600384,Germany
CAVIRENA,244670389,0,Netherlands
NIKKI RENEE,244770798,0,Netherlands
CALCIT 6,244700385,0,Netherlands
ANNA,244660675,0,Netherlands
INGRID,244710402,0,Netherlands
ECOLINER,244690229,0,Netherlands
ZEUS,244780380,0,Netherlands
AUTAN,253242242,0,Luxembourg
HELIODOR,244690433,0,Netherlands
NEVADA,244070112,0,Netherlands
VIVALDI,205446590,0,Belgium
MARBELLA,205543790,0,Belgium
OLIESERVICE2,244670163,0,Netherlands
COLUMBIA,244660703,0,Netherlands
ISABELLA,244670122,0,Netherlands
AQUA MOSA,244130295,0,Netherlands
LAGUN,244058574,0,Netherlands
NASSAUKADE,244690281,0,Netherlands
VOLGONEFT 152,273439420,8898623,Russia
COMPASS,244110352,0,Netherlands
EILTANK 82,211510980,0,Germany
RUBIKON81647,279202570,0,Serbia
CHALLENGER,244670574,0,Netherlands
STOLT RHINE,244740787,0,Netherlands
AVENTURA,244660054,0,Netherlands
MONACO,205403390,0,Belgium
JULIER,264163386,0,Romania
LEIDSEGRACHT,244620990,0,Netherlands
CHUBASCO,244660422,0,Netherlands
ZEKI BEY,271010206,0,Turkey
QUESTE,244670564,0,Netherlands
SOMTRANS XXIX,205526290,0,Belgium
NERODIA,244700794,0,Netherlands
GAS 92,211763990,0,Germany
RUBIS,244660160,0,Netherlands
FALDERNTOR,211515880,0,Germany
CARRERA,205419690,0,Belgium
LISA,211442190,0,Germany
MOROZOVO,273347740,0,Russia
KENORA,244660500,0,Netherlands
WATERBOOT 5,244690001,0,Netherlands
SLOT ELSLOO,211694430,0,Germany
MESSINA,244722317,0,Netherlands
HUYGENS,244131247,0,Netherlands
COMMODORE,244620874,0,Netherlands
HKF PIONEER,477995262,0,Hong Kong
ORIZONTAS,205212890,0,Belgium
EDGAR JAEGERS,211129800,0,Germany
PORRENA,205436190,0,Belgium
RIVAGE,244670915,0,Netherlands
TAKAO GALAXY,375012345,0,St Vincent & Grenadines
EMMA MILLER,367393330,0,United States (USA)
PICASSO,244650475,0,Netherlands
ELISE,211513570,0,Germany
OLYMPIC,244690078,0,Netherlands
PIZ LA MARGNA,244093287,0,Netherlands
NARWAL,205536690,0,Belgium
SYNTHESE 11,244650813,0,Netherlands
MAC 7,205488290,0,Belgium
SABA,0,9642435,Netherlands
SILVER LOYAL NO.2,477996033,0,Hong Kong
CONAN,244660135,0,Netherlands
OMEGA,205209990,0,Belgium
PANAMAX,244620933,0,Netherlands
PHOENIX,244730014,0,Netherlands
FLORIDA,205509390,0,Belgium
TRIVOR,244010774,0,Netherlands
SESKAR,273445590,0,Russia
SU PERISI I,271010146,0,Turkey
CALCIT 8,244830198,0,Netherlands
OBSEDIAAN,244890116,0,Netherlands
JUDRA VOLKER,279202540,0,Serbia
KARIN,244650811,0,Netherlands
BLOSSOM QUEEN,241713001,0,Greece
STAVORDIA,244670725,0,Netherlands
LEVI,244620782,0,Netherlands
SOLUTION,244131439,0,Netherlands
OTTO,253242474,0,Luxembourg
TAYCAN,205253790,0,Belgium
MA BAKER,244660412,0,Netherlands
KOLIN 4,271043501,0,Turkey
TENACIOUS,244184361,0,Netherlands
HYDROVAC 22,244700207,0,Netherlands
ROTANK 3,264163358,0,Romania
HARINGVLIET,244730020,0,Netherlands
MADEIRA,244000152,0,Netherlands
KELVIN,244020139,0,Netherlands
OCEANWAVEZII,536706549,0,N. Mariana Isl
CHARDONNAY,0,9445849,Unknown
LANRICH 1,477996822,0,Hong Kong
SOMTRANS XXX,244750947,0,Netherlands
ALISMA,244670157,0,Netherlands
TRITON,244660291,0,Netherlands
NOORDZEE,244750350,0,Netherlands
MELIUS,244005969,0,Netherlands
SOLANO,253242498,0,Luxembourg
RUBIKON9TTC14002,279202643,0,Serbia
RIVA,244690318,0,Netherlands
DEIMA,273340290,0,Russia
AEGIR,211484420,0,Germany
BIRYONGHO,440413160,0,Korea
ZLATOUST,272029700,0,Ukraine
MT 7,273359490,0,Russia
DARINA,211259760,0,Germany
PERFORMANCE,244630043,0,Netherlands
GEO II,244770607,0,Netherlands
PENDRECHT,244790084,0,Netherlands
DA DA MARU2,477996248,0,Hong Kong
WASSERBOOT 1,211544210,0,Germany
STOLT KOLN,244670860,0,Netherlands
APOLLON,264163228,0,Romania
SYNTHESE 20,0,9316842,Netherlands
EXCALIBUR II,211667610,0,Germany
UNION X,244750252,0,Netherlands
STADT ASCHAFFENBURG,211496510,0,Germany
SHIPKA,273361950,0,Russia
DAMIANO,0,9554559,Netherlands
TASMANZEE,205553090,0,Belgium
HYDROVAC 10,244660967,0,Netherlands
EILTANK 16,211500450,0,Germany
DELFIN,265505100,0,Sweden
HILDA S,244078768,0,Netherlands
AMULET,244170779,0,Netherlands
SCHLOSS ORANIENBAUM,211516390,0,Germany
DECOIL UNIVERSAL,244670088,0,Netherlands
PASCAL V,205345790,0,Belgium
TERENTIJ,273341350,0,Russia
VOYAGE,244690901,0,Netherlands
QUANTUM,211774670,0,Germany
MEKHANIK BANATOV,273272100,8848769,Russia
ADMIRAL,0,9485954,Netherlands
MEREL,244181916,0,Netherlands
OS 9,272114900,0,Ukraine
LINDA,279202612,0,Serbia
AVICIA,244660520,0,Netherlands
CD SERRA DA ESTRELA,710004920,0,Brazil
CHALLENGE,244630816,0,Netherlands
LIVERPOOL,244660726,0,Netherlands
SOM1,219000526,0,Denmark
AQUATEAM,244184211,0,Netherlands
LINA,211664180,0,Germany
ARTEGA,205495690,0,Belgium
MAINTAL,211450430,0,Germany
OASE,244670538,0,Netherlands
SALUDO,244987431,0,Netherlands
LA PAREJA,244690787,0,Netherlands
ODYSSEY,244730614,0,Netherlands
MASSETO,244700884,0,Netherlands
DUTCH PRADA,244670745,0,Netherlands
BOERAN,244660421,0,Netherlands
MATRICO,244660518,0,Netherlands
GEORG BURMESTER,211582600,0,Germany
LOEVSTAKKEN,258050000,0,Norway
IRMGARD GERHARDT,0,8643884,Germany
KLISA T 81250,279202481,0,Serbia
ORANJE NASSAU IV,244660158,0,Netherlands
WIENTANK 1,203999427,0,Austria
MY WAY,244182131,0,Netherlands
SOMTRANS XXVII,244870573,0,Netherlands
GLOBAL PROVIDER,368009250,0,United States (USA)
ALMIRA,244670433,0,Netherlands
JAVAZEE,205534890,0,Belgium
VOYAGER,244650651,0,Netherlands
VOLGONEFT 115,273443960,8934661,Russia
OTD ALPHA,244670734,0,Netherlands
PIZ AMALIA,244005917,0,Netherlands
TRISTAR SHAMAL,236567000,0,Gibraltar
ATLANTIS,244630427,0,Netherlands
ST 505,273315870,0,Russia
GULF ESKIMO,244670280,0,Netherlands
ANTONIE,244660713,0,Netherlands
OMEGA,244670733,0,Netherlands
PROTEUS,205237290,0,Belgium
VYATKA 15,273020202,0,Russia
ODORATA,244690525,0,Netherlands
VOLGONEFT 111,273436920,0,Russia
ZWAANTJE 1,244670168,0,Netherlands
PIZ ARINA,244187966,0,Netherlands
JUTTER,244710460,0,Netherlands
ILLUSION,211744760,0,Germany
HYDROVAC 11,244700651,0,Netherlands
TOBA,244700594,0,Netherlands
RP BASEL,269057582,0,Switzerland
ROBIJN,244030318,0,Netherlands
SYNTHESE 12,0,9353498,Belgium
FLEXFUELER 001,244041229,0,Netherlands
SYNTHESE 10,244030857,0,Netherlands
