lon,lat,speed,timestamp,course,mmsi,source_port,dest_port
4.42718,51.88293,-1,2022-09-22 06:40,---,244670108,netherlands,netherlands
5.68513,50.77565,6.8 Knots,2022-09-24 17:54,198,244082008,netherlands,belgium
4.86124,52.41522,9.9 Knots,2022-09-24 20:24,301.9,244810759,netherlands,germany
4.64424,51.78651,-1,2022-09-25 00:54,---,244700193,netherlands,netherlands
26.97379,38.81914,0.2 Knots,2022-02-03 15:30,---,271002162,turkey,turkey
6.72915,51.42330,12 Knots,2022-09-23 20:14,314.6,211496390,germany,switzerland
36.62522,45.33681,6.8 Knots,2021-05-02 12:30,69,273277000,russia,KAVKAZ_     _
30.62100,59.79821,4.6 Knots,2021-08-18 07:06,140.9,273352850,russia,russia
4.47159,51.83360,8.5 Knots,2022-09-25 00:55,256.5,244620890,germany,netherlands
4.55160,51.22216,-1,2022-09-24 06:14,---,244670245,belgium,JEMEPPESURSAMBRE
7.21811,50.58483,9.3 Knots,2022-09-25 00:55,312.4,244710226,switzerland,belgium
4.37201,51.26651,-1,2022-09-25 00:50,---,244660095,netherlands,belgium
-1.89031,47.27774,-1,2022-09-25 00:54,291,227598930,france,france
---,---,-1,,---,234501007,russia,Unknown
4.55414,51.69955,9.6 Knots,2022-09-25 00:55,74.3,244670789,belgium,V
14.83712,36.34283,12.1 Knots,2022-09-24 05:04,92,538009836,netherlands,greece
3.73451,51.08376,-1,2022-09-25 00:35,---,205524290,netherlands,belgium
3.73854,51.08467,-1,2022-09-25 00:42,291,244700690,netherlands,belgium
39.42340,47.11964,7.3 Knots,2018-07-17 13:06,273.5,273339090,russia,russia
4.89138,-47.22000,3.6 Knots,2022-09-21 05:09,312,253242437,belgium,netherlands
4.42081,51.91069,-1,2022-09-25 00:54,---,211487210,germany,netherlands
36.55814,45.09011,-1,2020-08-19 21:57,10,273351010,russia,KASHPIR
9.94874,53.50954,-1,2022-09-25 00:52,---,244770183,germany,germany
28.64746,44.11438,5.4 Knots,2022-06-26 08:38,190.1,207262337,romania,romania
4.34273,51.65644,6.5 Knots,2022-09-23 11:25,77.9,244710949,netherlands,Unknown
7.77381,51.67907,4.4 Knots,2022-09-23 15:33,262,211500770,germany,GELSENKIRCHEN
4.14627,51.95791,-1,2022-09-25 00:55,---,244750641,netherlands,netherlands
8.13962,52.41070,6.8 Knots,2022-04-07 06:48,122.9,211182980,germany,germany
5.92718,53.15714,-1,2022-09-25 00:53,---,244660841,germany,germany
4.31097,51.87685,-1,2022-09-25 00:54,---,244670899,netherlands,netherlands
23.61163,37.95696,-1,2022-09-21 10:49,---,239857100,greece,greece
5.35264,51.95622,5.1 Knots,2022-09-24 13:53,323.4,244710876,netherlands,netherlands
6.60878,51.63065,-1,2022-04-18 20:03,129,244196936,germany,germany
4.26948,51.26232,-1,2022-09-25 00:51,271,244376509,germany,belgium
30.69681,59.78224,6.1 Knots,2021-08-31 03:32,112,273350010,russia,PITER
7.35509,50.46574,2.4 Knots,2022-09-24 12:12,---,253242385,netherlands,luxembourg
4.42013,51.91031,-1,2022-09-25 00:55,---,205378590,germany,netherlands
36.94284,45.77349,7.3 Knots,2019-11-07 14:21,18.9,273341400,russia,KAHPIR
16.32802,48.33082,0.1 Knots,2022-09-25 00:53,---,203999372,slovakia,KORNEBURG
4.23042,51.27326,-1,2022-09-25 00:54,---,205528990,netherlands,belgium
5.11298,52.03674,-1,2022-09-25 00:54,---,244620961,netherlands,VAN A NAAR B
6.09143,51.85705,-1,2022-09-24 23:39,---,211541590,netherlands,netherlands
3.71884,51.44653,-1,2022-09-25 00:53,---,244370444,netherlands,netherlands
3.76793,51.15948,-1,2022-09-25 00:55,76,244660114,belgium,belgium
4.64232,51.80710,-1,2022-09-25 00:53,---,244690543,netherlands,netherlands
17.62043,47.81215,9.6 Knots,2021-02-27 14:36,143.6,211183840,austria,RSBEG00001CITYX11700
21.13899,55.68668,-1,2022-09-25 00:55,---,244750348,netherlands,lithuania
4.31681,51.88915,-1,2022-09-25 00:50,---,244660720,netherlands,netherlands
4.27631,51.87808,-1,2022-09-25 00:55,---,211509670,netherlands,netherlands
4.30043,51.35968,7.8 Knots,2022-09-25 00:55,178.8,244007535,netherlands,belgium
114.11255,22.30610,0.3 Knots,2022-09-25 00:55,---,477996013,hong-kong,hong-kong
7.81795,51.68522,-1,2022-09-24 15:42,---,211540960,germany,germany
4.89209,52.39339,7.4 Knots,2022-09-25 00:55,148.3,244020207,netherlands,netherlands
4.40233,51.68486,-1,2022-09-22 21:50,---,244700289,netherlands,MOERDIJK
14.56110,53.42003,-1,2021-11-30 08:30,---,211515080,poland,poland
4.37821,51.25519,-1,2022-09-25 00:53,---,211439110,netherlands,belgium
4.41730,51.90774,-1,2022-09-25 00:53,---,244690563,netherlands,netherlands
8.43882,50.01212,-1,2022-09-25 00:55,---,244021484,germany,FRANKFURT MAIN
4.09280,51.94549,-1,2022-09-25 00:54,---,244650993,netherlands,netherlands
4.95648,52.37417,-1,2022-09-25 00:55,---,244670173,netherlands,netherlands
4.92584,51.82901,9 Knots,2022-09-25 00:55,264.4,244021929,germany,belgium
7.10649,51.69882,-1,2022-09-20 14:32,---,211595680,germany,germany
4.96405,51.82801,0.9 Knots,2022-09-24 11:12,---,244890626,netherlands,Unknown
3.71178,51.47066,-1,2022-09-25 00:54,---,244750303,netherlands,netherlands
24.87933,43.70955,-1,2019-04-01 09:49,---,264162989,romania,romania
5.68727,50.79497,8.6 Knots,2022-09-24 18:11,341.2,205338490,belgium,belgium
5.06832,51.99498,7.7 Knots,2022-09-25 00:55,232.7,205415190,netherlands,belgium
6.72231,51.45289,7.2 Knots,2022-09-23 12:02,46.9,244700521,germany,Unknown
8.46194,49.44281,4.7 Knots,2022-09-25 00:55,89.8,211542440,germany,germany
4.30231,51.32576,-1,2022-09-25 00:55,222,244700689,belgium,belgium
4.16860,51.94056,-1,2022-09-25 00:53,---,244670290,netherlands,netherlands
8.33672,49.07136,-1,2022-09-25 00:54,---,205252890,netherlands,germany
4.70077,51.81882,-1,2022-09-25 00:55,274,244000876,netherlands,netherlands
28.66426,44.15116,2.3 Knots,2022-04-13 14:13,---,279202630,romania,CONSTANCA
5.75952,50.97624,-1,2022-09-25 00:49,---,244710652,belgium,HOOGEVEEN
4.57797,51.91333,-1,2022-09-25 00:52,---,244690908,netherlands,netherlands
18.92837,47.05798,10.4 Knots,2022-06-22 05:13,124.1,207072335,austria,bulgaria
5.82749,51.84934,-1,2022-09-25 00:52,210,244035772,netherlands,netherlands
9.25176,48.94521,5.6 Knots,2022-09-24 10:23,161.4,211850250,germany,MARBACH
4.74232,52.42778,-1,2022-09-25 00:51,---,211515740,netherlands,netherlands
4.34335,51.89090,-1,2022-09-25 00:54,---,244740786,belgium,netherlands
0.17672,49.49239,-1,2022-09-25 00:55,---,226014730,france,france
26.88350,38.82658,7.5 Knots,2021-06-19 11:28,72.8,271040410,turkey,Unknown
27.58805,44.19711,3.3 Knots,2019-06-24 05:26,250,207261710,romania,bulgaria
5.59658,51.89702,-1,2022-09-25 00:55,---,244150137,netherlands,netherlands
0.35414,51.45989,-1,2022-09-25 00:55,---,232014850,united-kingdom,united-kingdom
4.23493,51.29056,-1,2022-09-25 00:53,218,211285540,netherlands,belgium
5.81873,51.85015,-1,2022-09-25 00:55,---,244700915,germany,Unknown
4.14453,51.95887,-1,2022-09-25 00:55,---,244670209,germany,netherlands
4.74157,52.41584,-1,2022-09-25 00:17,---,205524390,netherlands,netherlands
4.30684,51.12391,4.5 Knots,2022-09-21 12:56,283.4,205236190,belgium,Unknown
4.97114,43.42575,4.3 Knots,2022-09-16 09:08,314.2,226011560,france,PAGES DE ROUSSILLON
4.23095,51.43697,-1,2022-09-25 00:54,---,244690993,belgium,netherlands
139.77205,35.24030,12.8 Knots,2022-05-11 03:11,179.3,431009036,japan,japan
4.89982,52.39957,-1,2022-09-24 09:41,---,244660265,netherlands,netherlands
7.21091,50.62789,-1,2022-09-25 00:54,---,211520350,germany,morocco
29.24318,40.65855,-1,2022-09-25 00:21,---,271010194,turkey,turkey
3.71519,51.44841,-1,2022-09-25 00:53,---,244660420,belgium,netherlands
4.37589,51.25558,-1,2022-09-25 00:55,---,205378390,netherlands,belgium
8.57548,53.51810,-1,2022-09-25 00:51,---,211713320,germany,germany
17.56675,47.85602,8.1 Knots,2022-07-17 15:26,140.3,203999335,slovakia,BRATISLAVA
5.67159,52.84301,0.3 Knots,2022-09-24 17:14,191,211770970,netherlands,BOTLEKHAVENS ROTTERD
4.77470,52.40047,0.7 Knots,2022-09-24 13:58,---,244700131,belgium,netherlands
6.98950,50.95721,-1,2022-09-25 00:55,236,211493530,netherlands,germany
6.51710,51.66205,6.1 Knots,2022-09-25 00:54,85.9,244700930,netherlands,luxembourg
4.51994,51.68908,-1,2022-09-24 14:44,---,244690528,belgium,netherlands
5.68617,50.77762,7 Knots,2022-09-22 11:31,194.6,244620740,belgium,ANTW JEMEPPE ANTW
8.47081,49.75186,-1,2022-09-25 00:54,---,244670831,germany,Unknown
4.19838,51.90852,8.7 Knots,2022-09-24 08:57,306.5,211510430,netherlands,germany
4.62536,51.75673,-1,2022-03-30 08:26,---,244660842,netherlands,netherlands
-46.31689,-23.92651,3.9 Knots,2020-10-22 05:30,275.8,715987654,brazil,brazil
4.43023,51.23655,-1,2022-09-25 00:51,---,205531790,belgium,belgium
5.54547,51.90324,-1,2021-10-21 00:21,---,211790480,netherlands,netherlands
4.19466,51.92863,-1,2022-09-25 00:47,---,205528890,netherlands,netherlands
4.14135,51.65972,0.1 Knots,2022-09-24 15:54,---,244670171,netherlands,belgium
10.30182,43.54910,-1,2022-08-06 08:31,---,247377100,italy,italy
4.31672,51.88919,-1,2022-09-25 00:53,---,205392790,netherlands,netherlands
5.80001,51.04139,-1,2022-09-25 00:54,---,205248590,belgium,netherlands
5.10715,52.01088,-1,2022-09-25 00:51,---,205435190,netherlands,netherlands
0.18738,49.49503,-1,2022-09-25 00:55,66,226009040,france,france
4.39881,51.25529,-1,2022-09-25 00:52,---,244021954,belgium,belgium
5.76319,51.88015,6.2 Knots,2022-09-25 00:55,108.6,205420690,netherlands,germany
6.99442,50.97909,5 Knots,2022-09-25 00:55,143.3,269057643,germany,luxembourg
44.22341,56.16452,7.8 Knots,2021-11-16 12:44,119.4,273444640,russia,TARTUGA
4.36975,51.24871,-1,2022-09-25 00:52,---,244660483,netherlands,belgium
4.41505,51.91008,-1,2022-09-25 00:55,33,244006327,netherlands,netherlands
4.32355,51.30184,-1,2022-09-25 00:52,---,211519220,netherlands,belgium
26.37831,40.10419,-1,2022-09-25 00:55,---,271043809,Unknown,Unknown
8.52330,50.07491,6.6 Knots,2022-09-24 17:45,341.5,211579600,germany,netherlands
4.94419,52.38152,-1,2022-09-25 00:55,93,211664350,netherlands,netherlands
4.24804,51.87943,-1,2022-09-25 00:53,---,244670158,germany,netherlands
4.19752,51.93183,-1,2022-09-24 23:41,---,211504720,netherlands,netherlands
28.90909,40.96472,0.2 Knots,2022-09-25 00:54,---,271001125,turkey,Unknown
4.74325,52.42646,-1,2022-09-25 00:50,281,244579288,netherlands,netherlands
6.90238,53.31428,-1,2022-09-25 00:54,---,244700201,netherlands,netherlands
9.95724,53.52390,-1,2022-09-25 00:51,356,244670865,germany,germany
3.80430,51.23389,-1,2022-09-25 00:54,---,244700574,netherlands,netherlands
36.70635,45.38765,0.1 Knots,2022-09-17 23:00,194,273339520,russia,KAVKAZ
114.10520,22.36639,-1,2022-09-25 00:53,---,477996298,hong-kong,hong-kong
3.79263,51.14572,-1,2022-09-25 00:55,17,205546690,netherlands,belgium
4.39245,51.24847,-1,2022-09-25 00:53,---,211434550,netherlands,belgium
18.67429,54.38288,-1,2022-09-25 00:55,---,261182515,poland,poland
5.78896,53.05518,-1,2022-09-24 00:30,---,244670723,netherlands,TERSCHELLING
4.86697,51.70171,1.6 Knots,2022-08-26 12:35,---,244710364,netherlands,GEMSHAVEN
3.80191,51.21333,-1,2022-09-25 00:54,189,244060192,netherlands,netherlands
134.42860,34.61598,11.7 Knots,2022-09-17 05:20,262.7,431009571,japan,Unknown
-76.28914,36.82419,-1,2022-09-25 00:54,---,367359930,usa,usa
1.31529,6.16104,-1,2022-06-20 10:27,254,636007363,togo,5.255177 / 0.177655
9.98888,53.47108,-1,2022-09-25 00:55,---,211514890,germany,germany
4.85741,51.82032,-1,2022-09-23 13:41,---,211729530,netherlands,netherlands
4.26484,51.88139,-1,2022-09-25 00:38,---,244094246,netherlands,netherlands
4.03283,51.42710,6.8 Knots,2022-09-25 00:55,317,205551390,belgium,netherlands
4.98939,52.36096,-1,2021-10-04 15:53,---,244660263,netherlands,AMSTERDAM IJBURG
4.38659,51.90513,-1,2022-09-06 14:41,---,244860177,netherlands,netherlands
4.39353,51.24961,-1,2022-09-25 00:53,---,244670741,germany,belgium
-46.30790,-23.94608,-1,2021-06-23 13:53,---,710029220,brazil,BOIA
5.08441,52.07500,5.3 Knots,2022-09-24 10:10,141.9,211612900,netherlands,AMSTERDAM
4.62550,51.75657,-1,2022-09-25 00:52,---,244678415,netherlands,netherlands
1.10740,49.43057,-1,2021-11-06 03:41,---,226000590,france,france
5.60159,52.65879,-1,2022-09-23 14:30,---,244710866,netherlands,netherlands
6.93244,53.33082,-1,2022-09-25 00:55,---,244700380,netherlands,netherlands
4.27632,51.87870,-1,2022-09-25 00:52,---,244660159,belgium,netherlands
6.23330,51.82874,5.4 Knots,2022-09-24 15:02,93.6,244700853,netherlands,ERTVELDE
28.65378,44.14085,7.9 Knots,2022-08-22 11:46,238.8,207072333,romania,romania
4.66636,52.47208,-1,2022-09-25 00:53,---,244650746,netherlands,netherlands
4.82172,52.40352,-1,2022-09-25 00:51,341,244000835,netherlands,netherlands
17.60610,47.82427,7.9 Knots,2022-09-10 08:31,137,279202472,slovakia,BARIC
4.41956,51.90942,-1,2022-09-25 00:54,---,244690994,netherlands,netherlands
4.22247,51.89930,-1,2022-09-25 00:53,167,244700326,netherlands,netherlands
7.36752,50.45804,5.7 Knots,2022-09-24 16:17,146.8,211553110,germany,germany
4.85581,52.41045,-1,2022-09-25 00:53,---,244316022,netherlands,netherlands
6.72194,51.45297,7.2 Knots,2022-09-24 19:28,46.9,211517290,netherlands,germany
4.74205,52.41527,-1,2022-09-25 00:49,---,244030715,netherlands,netherlands
28.88024,40.95299,-1,2022-09-25 00:50,104,630001012,Unknown,Z-PORT
4.34903,51.27331,-1,2022-09-25 00:54,306,244830109,netherlands,belgium
4.59443,52.45824,-1,2022-09-25 00:55,---,244004909,netherlands,netherlands
6.73153,51.44682,0.1 Knots,2022-09-24 15:18,117,244729089,germany,germany
29.28617,40.85356,-1,2022-09-25 00:54,---,271010164,turkey,turkey
6.71627,51.22335,-1,2022-09-25 00:55,223,211384990,netherlands,germany
4.41915,51.69581,6.7 Knots,2022-09-25 00:55,229.1,244184029,netherlands,belgium
44.09133,56.32743,6.2 Knots,2021-10-12 21:56,155.4,273350960,russia,Unknown
4.79571,51.79981,8.3 Knots,2022-09-25 00:55,70.7,211475070,netherlands,germany
4.37622,51.88661,-1,2022-01-07 09:37,---,269057297,netherlands,netherlands
4.47506,51.90196,9.3 Knots,2022-09-25 00:55,56.2,244670835,netherlands,netherlands
4.79198,52.41117,-1,2022-09-25 00:22,---,244046289,netherlands,netherlands
3.82565,51.32536,-1,2020-12-10 08:06,---,244660416,belgium,netherlands
4.86085,51.70829,-1,2021-03-18 12:18,---,244670973,netherlands,netherlands
6.23757,51.82858,5.4 Knots,2022-09-25 00:49,92.6,211439370,netherlands,germany
26.87723,38.88380,9.6 Knots,2022-09-24 20:15,285,271049732,turkey,Unknown
4.94358,51.70617,-1,2022-07-20 03:32,---,244690658,netherlands,SINTLENAERTS
3.19571,51.34469,-1,2022-09-25 00:08,235,205217290,netherlands,belgium
-88.02823,30.66717,-1,2022-04-05 08:17,328,367310140,usa,usa
6.72406,51.42874,-1,2022-09-24 17:13,---,244660356,netherlands,germany
29.97659,59.92625,4.5 Knots,2022-09-07 18:24,108.2,273359680,russia,russia
10.05432,53.52933,-1,2022-09-25 00:54,---,211178250,germany,germany
29.56045,40.76029,6.8 Knots,2022-09-25 00:55,82.8,271010167,turkey,Unknown
4.88523,51.81918,10.1 Knots,2022-09-25 00:55,251,205552090,germany,SECTOR EUROPORT
4.44566,51.87955,-1,2021-11-22 08:49,190,244670882,belgium,netherlands
4.84920,52.40697,-1,2022-09-25 00:55,---,244690333,netherlands,netherlands
6.98220,50.98381,5 Knots,2022-09-25 00:55,112,244001750,germany,germany
5.77713,53.04744,-1,2022-09-25 00:55,---,244700204,netherlands,Unknown
4.31182,51.87176,-1,2022-09-25 00:54,---,205297690,belgium,netherlands
29.83337,59.95506,5.8 Knots,2022-09-17 11:46,112.9,273332640,russia,russia
3.83749,51.27538,-1,2022-09-25 00:50,---,244670833,netherlands,netherlands
4.15043,51.66114,7.7 Knots,2022-09-23 10:28,273.3,244670406,netherlands,VAN HIER TOT GUNTER
103.94764,1.30059,3.6 Knots,2022-09-21 23:29,61.7,563030620,singapore,Unknown
4.17069,51.94589,-1,2021-09-24 12:51,---,244185400,netherlands,netherlands
4.30942,51.87337,1.2 Knots,2022-04-06 08:30,---,244660811,belgium,netherlands
-0.03531,51.50818,5.9 Knots,2022-09-22 15:43,292.7,235067397,united-kingdom,united-kingdom
5.54346,51.90299,-1,2022-09-25 00:55,355,244700414,netherlands,netherlands
6.22013,51.82865,5.3 Knots,2022-09-25 00:53,85.5,211626380,netherlands,germany
4.37074,51.26656,-1,2022-09-25 00:55,---,244670404,netherlands,belgium
4.26847,51.87976,-1,2022-09-25 00:55,---,244810692,netherlands,netherlands
36.64207,45.34995,7.2 Knots,2020-08-28 19:57,67.6,273279000,russia,russia
8.45417,49.31465,4.6 Knots,2022-09-25 00:55,146.9,253242440,netherlands,germany
4.35743,51.88767,-1,2022-09-25 00:53,---,244650754,netherlands,netherlands
4.15567,51.93292,-1,2022-09-25 00:44,118,269057336,netherlands,netherlands
4.35687,51.90114,-1,2022-09-25 00:53,264,244124317,netherlands,netherlands
4.01180,51.44646,-1,2022-09-25 00:54,359,244990998,belgium,netherlands
4.15100,51.95567,-1,2022-09-25 00:51,---,205542590,netherlands,netherlands
4.35761,51.88822,-1,2022-09-25 00:53,---,205547690,netherlands,netherlands
4.64424,51.78688,-1,2022-09-25 00:55,---,244670165,netherlands,netherlands
4.56773,51.69238,0.1 Knots,2022-09-25 00:53,---,244660393,netherlands,netherlands
29.99161,59.92313,5.8 Knots,2022-09-12 23:52,114.7,273345900,russia,russia
4.30492,51.33588,-1,2022-09-25 00:53,---,211530930,belgium,belgium
4.57997,51.21340,7 Knots,2022-09-22 11:55,117.6,244317074,belgium,germany
11.65277,52.22901,4.4 Knots,2022-09-21 00:25,271.1,211516510,germany,HAMBURG
4.04094,51.82185,-1,2022-09-25 00:55,---,244670754,netherlands,netherlands
6.98456,50.97810,-1,2022-09-25 00:53,---,211706940,netherlands,germany
4.59462,52.45853,-1,2022-09-23 08:20,---,244700199,netherlands,netherlands
5.59974,51.89680,-1,2022-09-25 00:49,83,244650812,netherlands,netherlands
-94.96913,29.64679,9.1 Knots,2022-09-20 02:11,166,368074120,usa,usa
14.59281,53.45747,-1,2022-09-25 00:53,---,261185420,poland,poland
14.54998,53.41395,-1,2022-09-25 00:55,126,261182611,poland,poland
39.64852,47.18721,-1,2019-04-01 09:59,---,273338090,russia,russia
44.10081,56.31492,7.4 Knots,2021-11-30 14:32,160.6,273390350,russia,Unknown
4.64024,51.78628,-1,2022-09-25 00:52,---,244700188,netherlands,netherlands
4.41601,51.90952,-1,2022-09-25 00:53,32,205404390,netherlands,netherlands
4.30218,51.34444,-1,2022-09-25 00:53,---,244000046,netherlands,belgium
4.50041,51.23759,-1,2022-09-25 00:48,---,205426890,belgium,belgium
6.71203,51.46966,6.6 Knots,2022-09-23 18:41,108.8,211832730,netherlands,germany
5.69592,50.85788,-1,2022-09-24 14:15,---,244690484,belgium,netherlands
4.36035,51.02123,-1,2022-09-25 00:23,---,244670389,belgium,TISSELT
3.76465,51.34098,-1,2022-09-25 00:51,---,244770798,netherlands,netherlands
5.11456,52.02179,-1,2022-09-25 00:55,---,244700385,netherlands,netherlands
6.60703,51.63412,4.9 Knots,2022-09-21 14:40,171.4,244660675,netherlands,germany
5.82429,51.85713,-1,2022-09-25 00:52,---,244710402,germany,belgium
4.88477,51.81313,-1,2022-03-09 09:50,---,244690229,netherlands,netherlands
4.37165,51.25890,-1,2022-09-25 00:50,---,244780380,netherlands,belgium
4.30806,51.31896,-1,2022-09-25 00:54,---,253242242,netherlands,belgium
8.35188,49.99904,-1,2022-09-25 00:53,---,244690433,germany,germany
8.33795,49.07176,-1,2022-09-25 00:52,---,244070112,switzerland,germany
4.41645,51.91152,0.1 Knots,2022-09-25 00:53,---,205446590,netherlands,netherlands
4.83458,52.41005,-1,2022-09-25 00:53,---,205543790,netherlands,netherlands
4.64414,51.78679,-1,2022-09-25 00:55,---,244670163,netherlands,netherlands
4.35128,51.90372,-1,2022-09-25 00:52,---,244660703,netherlands,netherlands
4.41605,51.90892,-1,2022-09-25 00:52,---,244670122,netherlands,netherlands
4.50061,51.69008,3.4 Knots,2022-09-24 19:29,188.4,244130295,netherlands,NLAMS01090DOCKX0001
4.44823,51.88669,-1,2022-09-25 00:53,---,244058574,netherlands,netherlands
5.10534,52.00722,-1,2022-09-25 00:30,---,244690281,netherlands,netherlands
29.83675,59.95463,6.5 Knots,2022-09-15 23:34,111.5,273439420,russia,RU YAR
6.03539,53.19514,5 Knots,2022-09-24 19:21,69,244110352,netherlands,netherlands
6.72719,51.38089,9.9 Knots,2022-09-25 00:55,48.2,211510980,germany,germany
17.55442,47.86702,6.9 Knots,2022-09-14 12:06,152.3,279202570,slovakia,serbia
6.09014,51.85777,-1,2022-09-25 00:51,---,244670574,netherlands,netherlands
4.25909,51.26168,-1,2022-09-25 00:48,---,244740787,netherlands,belgium
5.11194,52.01994,-1,2022-09-25 00:51,---,244660054,netherlands,netherlands
4.27180,51.88013,-1,2022-09-25 00:54,---,205403390,netherlands,netherlands
28.56253,44.26676,6.8 Knots,2022-09-22 10:13,289.1,264163386,romania,romania
5.68828,50.78226,9.3 Knots,2022-09-13 10:50,194.2,244620990,netherlands,Unknown
8.41449,49.54244,-1,2022-09-25 00:50,---,244660422,belgium,germany
28.86327,40.93379,1.7 Knots,2022-09-24 21:37,---,271010206,turkey,Unknown
4.16740,51.92918,-1,2022-09-25 00:55,---,244670564,netherlands,netherlands
4.36485,51.26662,-1,2022-09-25 00:55,---,205526290,netherlands,belgium
4.23026,51.89358,-1,2022-09-25 00:51,---,244700794,germany,netherlands
4.70088,51.81909,-1,2022-09-25 00:54,274,211763990,netherlands,netherlands
4.65538,52.40084,-1,2021-08-07 05:05,---,244660160,netherlands,HAARLEM
7.36480,51.66108,0.1 Knots,2022-09-20 14:39,---,211515880,germany,Unknown
4.36280,51.25319,-1,2022-09-25 00:55,90,205419690,netherlands,belgium
9.62385,52.41754,6.9 Knots,2022-09-24 21:24,68.1,211442190,germany,germany
43.62655,56.48461,5.2 Knots,2021-06-23 17:34,338,273347740,Unknown,Unknown
4.94339,52.38181,-1,2022-09-25 00:28,98,244660500,netherlands,netherlands
4.41495,51.89755,-1,2022-09-25 00:54,---,244690001,netherlands,netherlands
4.74247,52.42785,-1,2022-09-24 23:36,281,211694430,netherlands,netherlands
7.39007,50.44594,5.7 Knots,2022-09-22 23:52,124,244722317,germany,germany
6.59936,51.65308,5.6 Knots,2022-09-23 09:49,139.7,244131247,netherlands,netherlands
6.87925,51.09724,-1,2022-09-25 00:53,---,244620874,germany,DORMAGEN
114.10247,22.36845,-1,2021-10-21 03:25,---,477995262,hong-kong,hong-kong
4.30503,51.33593,-1,2022-09-25 00:53,---,205212890,netherlands,belgium
6.96627,53.31965,-1,2022-09-25 00:55,---,211129800,netherlands,netherlands
17.61097,47.82031,11.3 Knots,2022-08-28 13:52,140.7,205436190,germany,BEOGRAD
5.54737,51.90325,-1,2022-09-25 00:54,---,244670915,netherlands,netherlands
7.49201,4.01132,0.3 Knots,2020-02-19 19:28,---,375012345,nigeria,nigeria
-74.19615,40.63908,0.1 Knots,2022-09-19 12:38,---,367393330,usa,ELIZABETH NJ
4.33651,51.29371,-1,2022-09-25 00:55,---,244650475,netherlands,belgium
6.97532,50.98154,-1,2022-09-25 00:54,---,211513570,netherlands,germany
4.22895,51.27374,-1,2022-09-25 00:55,---,244690078,belgium,belgium
8.41068,50.00081,0.5 Knots,2022-09-25 00:55,---,244093287,germany,FLORSHEIM AM MAIN
4.48395,51.68828,0.2 Knots,2022-09-24 22:26,---,205536690,netherlands,Unknown
6.73234,51.44690,4.2 Knots,2022-09-23 17:26,116,244650813,netherlands,NLSPI00114CITYX00001
4.22069,51.27627,7.7 Knots,2022-09-25 00:55,210.2,205488290,belgium,belgium
113.97749,22.37118,2.3 Knots,2022-09-25 00:55,---,477996033,hong-kong,hong-kong
6.16992,51.45593,8.4 Knots,2022-09-24 14:14,42.5,244660135,netherlands,AMSTERDAM
2.27215,48.94284,-1,2022-09-03 16:51,---,205209990,france,france
4.03357,51.95958,-1,2022-09-25 00:50,---,244620933,netherlands,netherlands
6.70137,51.21460,-1,2022-09-25 00:55,---,244730014,netherlands,germany
4.38019,51.25553,-1,2022-09-25 00:51,---,205509390,netherlands,belgium
3.75721,51.12088,8.6 Knots,2022-09-25 00:55,219.1,244010774,netherlands,belgium
36.46485,45.20756,6.8 Knots,2020-09-11 22:19,180.6,273445590,russia,russia
28.95856,40.99645,-1,2022-09-25 00:53,---,271010146,turkey,Unknown
4.59024,51.68798,-1,2022-09-25 00:51,---,244830198,netherlands,netherlands
4.17023,51.93813,-1,2022-09-25 00:48,---,244890116,netherlands,netherlands
28.65276,44.13903,5.5 Knots,2022-06-25 04:26,203.5,279202540,romania,CONSTANTA
10.48614,53.27693,5.4 Knots,2022-09-24 17:24,6.1,244650811,germany,DEDOR03900CITYX07090
7.00842,4.07001,-1,2022-06-30 08:38,---,241713001,togo,nigeria
4.30172,51.86709,-1,2022-09-25 00:52,---,244670725,netherlands,netherlands
4.14938,51.95635,-1,2022-09-25 00:55,---,244620782,netherlands,netherlands
4.27180,51.87985,-1,2022-09-25 00:54,73,244131439,netherlands,netherlands
4.17059,51.94599,-1,2022-09-25 00:50,---,253242474,belgium,netherlands
4.29202,51.88462,-1,2022-09-25 00:55,---,205253790,netherlands,netherlands
4.28404,51.88334,-1,2022-09-25 00:55,---,244660412,netherlands,netherlands
26.37055,40.10967,8.8 Knots,2022-09-21 14:17,278.6,271043501,turkey,Unknown
17.15052,48.13013,-1,2022-09-14 09:22,---,244184361,austria,slovakia
6.82439,53.44478,-1,2022-09-25 00:23,---,244700207,netherlands,netherlands
28.62864,44.32395,-1,2022-09-25 00:55,---,264163358,romania,romania
4.32320,51.30221,-1,2022-09-25 00:51,---,244730020,netherlands,belgium
4.75075,52.41904,-1,2022-09-25 00:32,---,244000152,netherlands,netherlands
4.24476,51.50676,-1,2022-09-25 00:54,---,244020139,belgium,netherlands
6.99104,4.18683,-1,2022-06-05 05:59,---,536706549,ghana,nigeria
114.10812,22.36510,-1,2022-02-13 07:47,---,477996822,hong-kong,hong-kong
4.36447,51.25318,-1,2022-09-25 00:55,---,244750947,belgium,belgium
4.33621,51.28704,-1,2022-09-25 00:52,---,244670157,netherlands,belgium
8.77467,52.31833,5 Knots,2022-09-23 07:57,105.1,244660291,netherlands,germany
4.45585,51.88466,-1,2021-10-17 05:53,---,244750350,netherlands,netherlands
4.35856,51.90142,-1,2022-09-25 00:52,---,244005969,netherlands,netherlands
