lon,lat,speed,timestamp,course,mmsi,source_port,dest_port
28.66715,44.33241,-1,2022-07-27 21:20,---,264163176,romania,romania
4.85741,51.82032,-1,2022-09-23 13:41,---,211729530,netherlands,netherlands
32.77367,46.66962,4.9 Knots,2021-12-11 07:32,76,272169600,ukraine,KHERSON
9.62385,52.41754,6.9 Knots,2022-09-24 21:24,68.1,211442190,germany,germany
4.33183,51.30167,-1,2022-09-25 02:05,16,205260090,netherlands,belgium
8.70863,53.86925,-1,2022-09-25 02:01,205,211287870,germany,germany
7.39196,50.44521,6.1 Knots,2022-09-24 11:11,118.4,244740396,netherlands,DEKAE03914TERMO00012
43.56632,56.54079,4 Knots,2021-10-19 10:13,298,273272000,russia,N.NOVGOROD
4.32296,51.86746,-1,2022-09-25 02:05,---,244690454,netherlands,netherlands
4.37945,51.27958,-1,2022-09-25 02:05,---,244630115,netherlands,belgium
4.37413,51.24614,-1,2022-09-25 02:05,---,244690991,netherlands,belgium
29.24322,40.65855,-1,2022-09-25 01:27,---,271010194,turkey,turkey
5.54447,51.90150,-1,2022-09-25 02:05,---,211582600,netherlands,netherlands
6.99983,50.97058,5.7 Knots,2022-09-25 02:05,179.9,244002399,belgium,Unknown
21.13899,55.68667,-1,2022-09-25 02:04,---,244750348,netherlands,lithuania
4.39363,51.68401,0.1 Knots,2022-09-20 06:18,---,244710043,netherlands,TERNEUZEN
6.67709,51.33738,-1,2022-09-25 00:55,---,253242377,netherlands,germany
7.81795,51.68522,-1,2022-09-24 15:42,---,211540960,germany,germany
4.42441,51.88363,-1,2022-09-25 02:03,---,244730048,netherlands,netherlands
4.30147,51.87819,-1,2022-09-25 02:04,---,244660419,belgium,netherlands
4.30822,51.89052,1.2 Knots,2021-12-06 09:09,---,244670106,netherlands,BOTLEK
4.31093,51.87688,-1,2022-09-25 02:03,---,244670899,netherlands,netherlands
6.59949,51.65231,5.2 Knots,2022-09-23 20:41,145.5,253242379,netherlands,ONBEKEND
6.72828,51.44847,3.2 Knots,2022-09-24 15:01,122,269057747,netherlands,HAFEN RUHR OL 1
28.85998,40.94536,-1,2022-09-25 02:00,---,271002181,turkey,Unknown
6.99995,50.82305,-1,2022-09-25 02:03,95,244314633,germany,germany
4.28794,51.86632,7.1 Knots,2022-09-25 02:05,269.2,211469960,netherlands,netherlands
4.23293,51.55774,8.4 Knots,2022-09-25 02:05,156.8,244013087,netherlands,belgium
3.31703,50.86887,4.9 Knots,2022-09-24 04:55,219.5,244790148,belgium,netherlands
4.87490,52.39998,-1,2022-09-25 02:05,---,244790994,netherlands,netherlands
7.83610,48.63428,7.5 Knots,2022-09-23 23:26,195.2,244137325,netherlands,france
9.96422,53.50508,-1,2022-09-25 02:03,---,244660497,germany,germany
4.31030,51.87327,-1,2022-09-25 01:55,---,205435990,netherlands,netherlands
30.57009,59.82274,4.5 Knots,2021-09-02 16:27,123,273356090,russia,russia
4.21580,51.26688,-1,2022-09-25 02:05,---,244660186,belgium,belgium
4.39880,51.25531,-1,2022-09-25 02:04,---,244021954,belgium,belgium
10.48541,53.25944,5 Knots,2022-09-24 17:12,178.6,211511770,germany,germany
39.89800,47.23805,6 Knots,2019-04-01 09:35,126.2,273321123,russia,Unknown
4.85585,52.41045,-1,2022-09-25 02:05,---,244316022,netherlands,netherlands
4.33350,51.27297,-1,2022-09-25 02:05,---,205351390,netherlands,belgium
4.16800,51.66272,-1,2022-09-25 02:05,---,244700100,netherlands,HAMM
4.22259,51.52690,-1,2022-09-25 02:04,---,244650651,netherlands,netherlands
4.22639,51.45922,-1,2022-09-25 02:03,---,244660627,netherlands,ROTTERDAM
0.18737,49.49504,-1,2022-09-25 02:05,66,226009040,france,france
4.66638,52.47205,-1,2022-09-25 02:05,---,244650746,netherlands,netherlands
4.77494,51.17804,7.9 Knots,2022-09-24 20:21,96.8,211781080,belgium,HAFEN IN STEIN OCI
17.58464,47.84077,8.9 Knots,2022-09-01 11:18,141.3,211517120,austria,SMEDEROVO
17.53993,47.88366,-1,2021-11-05 14:50,---,211516130,germany,serbia
16.48590,48.17145,3.4 Knots,2022-09-25 01:37,305.7,211259760,slovakia,austria
16.41550,48.21943,-1,2022-09-25 02:05,---,203999427,austria,austria
4.01180,51.44649,-1,2022-09-25 02:03,---,244990998,belgium,netherlands
4.74324,52.42647,-1,2022-09-25 02:05,281,244579288,netherlands,netherlands
4.57289,51.90150,0.1 Knots,2022-09-24 09:19,---,244750252,netherlands,netherlands
28.66869,44.14899,6.1 Knots,2022-06-16 05:24,140.5,279202612,hungary,SMEDEREVO
28.90912,40.96448,0.1 Knots,2022-09-25 01:48,---,271001125,turkey,Unknown
4.15043,51.66114,7.7 Knots,2022-09-23 10:28,273.3,244670406,netherlands,VAN HIER TOT GUNTER
4.87629,51.82088,-1,2019-01-16 10:30,172,244710659,netherlands,germany
23.61214,37.95676,-1,2022-09-24 14:37,---,237592400,greece,greece
4.23484,51.27178,-1,2022-09-25 02:05,299,211487500,belgium,belgium
30.23069,59.88145,-1,2021-08-13 04:29,---,273314830,russia,russia
1.10740,49.43057,-1,2021-11-06 03:41,---,226000590,france,france
-1.89032,47.27772,-1,2022-09-25 01:48,290,227598930,france,france
4.19702,51.92522,-1,2022-09-25 01:50,---,211576840,germany,netherlands
25.47022,40.47531,-1,2022-09-17 10:19,---,237102400,greece,greece
-83.95062,45.56846,10.3 Knots,2022-03-29 20:34,295.5,368153890,usa,usa
4.75884,51.81815,7.9 Knots,2022-09-25 02:05,124.9,211483260,netherlands,BOTTROP
4.86697,51.70171,1.6 Knots,2022-08-26 12:35,---,244710364,netherlands,GEMSHAVEN
135.38262,34.56880,8.7 Knots,2022-09-23 23:04,212.8,431015162,japan,Unknown
8.39306,49.61595,9.6 Knots,2022-09-25 02:03,313.1,211493510,netherlands,NO
30.62100,59.79821,4.6 Knots,2021-08-18 07:06,140.9,273352850,russia,russia
4.41945,51.90944,-1,2022-09-25 02:04,---,244670246,belgium,netherlands
4.42306,51.69654,0.5 Knots,2022-09-24 22:14,---,244730016,netherlands,netherlands
4.23641,51.27126,-1,2022-09-25 01:15,---,244710141,belgium,belgium
4.42866,51.62335,1.6 Knots,2022-09-24 12:51,---,244008902,netherlands,netherlands
7.26811,52.82251,4.3 Knots,2022-09-24 12:12,27.8,211429160,netherlands,NAOR HUUS
4.36583,51.89542,-1,2022-09-25 02:05,---,244700688,netherlands,netherlands
4.21814,51.92156,-1,2022-09-25 02:01,---,205401290,netherlands,netherlands
4.62582,51.75607,0.3 Knots,2022-09-25 02:04,---,244670002,netherlands,netherlands
3.70823,51.44534,-1,2022-09-25 01:17,---,244820392,netherlands,netherlands
28.95578,40.99891,-1,2022-09-25 02:03,---,271010447,turkey,turkey
-5.41813,36.12735,-1,2022-01-17 15:22,176,311000501,belgium,spain
7.98412,48.76136,8.4 Knots,2022-09-24 03:07,271.9,244780488,netherlands,france
3.21441,50.92305,2.8 Knots,2022-09-24 14:13,---,244890670,belgium,Unknown
4.56405,51.69147,-1,2022-09-25 01:27,---,244660564,netherlands,netherlands
4.70347,51.81947,-1,2022-09-25 02:04,---,211500430,netherlands,netherlands
4.52682,51.68935,-1,2022-09-25 02:05,14,211617950,germany,Unknown
5.02495,51.81831,8.2 Knots,2022-09-24 16:25,112.3,211516950,belgium,germany
7.89281,48.66416,10.4 Knots,2022-09-24 16:01,219.7,244660499,germany,OTTMARSHEIM
4.26811,51.87965,-1,2022-09-25 02:05,---,244670085,netherlands,netherlands
2.99107,51.39407,12.7 Knots,2022-09-25 02:05,244.1,236567000,netherlands,WESTHINDER ANCH
114.08172,22.27530,1 Knots,2022-09-24 23:19,---,477996296,hong-kong,Unknown
36.55837,45.10604,2 Knots,2022-05-30 18:33,65,273336520,russia,KASHPIR
4.88475,52.39702,-1,2022-09-25 02:02,---,205230390,netherlands,netherlands
36.73875,45.48216,-1,2019-09-04 23:28,60,273426910,russia,SAMARA
5.83352,53.19593,-1,2022-09-23 09:57,---,244750076,netherlands,netherlands
4.41076,51.69219,2 Knots,2022-09-25 01:58,---,205278990,germany,belgium
4.01527,51.44511,-1,2022-09-24 10:26,165,211515210,belgium,netherlands
4.85066,52.42063,-1,2020-07-21 00:03,---,244780663,netherlands,netherlands
---,---,-1,,---,273315870,Unknown,Unknown
6.98209,50.84864,-1,2022-09-25 02:03,---,211515380,germany,germany
4.00517,51.46513,-1,2022-09-25 00:50,---,244140444,netherlands,netherlands
24.87933,43.70955,-1,2019-04-01 09:49,---,264162989,romania,romania
4.30992,51.32732,-1,2022-05-11 11:49,---,244710899,netherlands,belgium
7.34237,50.47826,5.3 Knots,2022-09-24 20:46,142,211515020,germany,NEIDORF
7.86267,52.37221,5.2 Knots,2022-09-24 15:06,234.9,244700879,germany,INSTEEKHAVEN 3E PETR
5.10592,52.00865,-1,2022-09-24 20:16,199,211830010,netherlands,netherlands
3.68445,51.09325,-1,2022-09-25 01:46,247,205503990,netherlands,belgium
4.14945,51.95642,-1,2022-09-25 02:04,---,244750356,netherlands,netherlands
37.76726,44.60057,-1,2020-07-31 12:44,---,273444690,russia,russia
4.41651,51.91150,-1,2021-11-10 09:17,213,244120668,netherlands,netherlands
8.34781,49.99950,-1,2022-09-25 02:05,---,211848160,germany,germany
6.60579,51.64534,6.4 Knots,2022-09-23 17:52,165.5,211386030,netherlands,germany
17.60610,47.82427,7.9 Knots,2022-09-10 08:31,137,279202472,slovakia,BARIC
9.62393,52.41755,5.4 Knots,2022-09-24 04:46,69.5,244660616,germany,germany
4.32941,51.26362,-1,2022-09-25 02:02,---,244830185,netherlands,belgium
4.59024,51.68798,-1,2022-09-25 02:03,---,244830198,netherlands,netherlands
7.86074,52.37134,5.4 Knots,2022-09-24 07:29,234.4,244750182,germany,netherlands
4.64233,51.80709,-1,2022-09-25 02:05,---,244690543,netherlands,netherlands
8.57549,53.52824,-1,2022-09-25 02:04,---,211472070,germany,germany
39.41193,47.12063,6.6 Knots,2017-07-20 13:20,273.5,273121232,russia,russia
4.42134,51.91142,-1,2022-09-25 02:05,---,211490510,netherlands,netherlands
4.63345,51.80479,-1,2022-03-11 10:56,---,205502390,netherlands,netherlands
4.36488,51.26662,-1,2022-09-25 02:01,---,205526290,netherlands,belgium
36.46485,45.20756,6.8 Knots,2020-09-11 22:19,180.6,273445590,russia,russia
4.23496,51.29057,-1,2022-09-25 02:05,218,211285540,netherlands,belgium
4.56403,51.90917,-1,2022-09-25 02:05,---,244690475,netherlands,netherlands
4.34624,51.27403,-1,2022-09-25 01:59,---,244730614,germany,belgium
4.82172,52.40351,-1,2022-09-25 02:03,341,244000835,netherlands,netherlands
4.64416,51.78679,-1,2022-09-25 02:05,---,244670163,netherlands,netherlands
16.52923,42.99490,7.3 Knots,2022-08-21 12:45,99.7,238760340,croatia,K.SUCURAC
4.37199,51.26155,-1,2022-09-25 02:03,---,205344690,belgium,belgium
134.49077,34.46239,10.5 Knots,2022-08-20 16:01,248.7,431500506,japan,Unknown
3.83752,51.27537,-1,2022-09-25 01:59,---,244670833,netherlands,netherlands
6.75210,51.44709,3 Knots,2022-09-24 03:03,76.3,244630431,germany,DEHMM03913CITYX00330
4.23469,51.43737,-1,2022-09-25 02:05,---,211552670,germany,DUISBURG
17.53935,47.88344,-1,2022-09-19 01:53,---,211514340,slovakia,hungary
6.72566,51.45098,4.4 Knots,2022-09-24 07:32,156.6,244670978,germany,WESSELING
4.26986,51.88009,-1,2022-09-25 02:01,---,244700504,netherlands,netherlands
100.58805,13.68811,-1,2022-09-15 17:10,---,567060016,thailand,thailand
4.72155,51.81785,0.1 Knots,2022-09-25 02:05,---,205371190,belgium,netherlands
4.21816,51.92215,-1,2022-09-25 02:05,---,244670932,netherlands,netherlands
4.59388,52.45816,-1,2022-09-25 02:05,---,244002394,netherlands,netherlands
5.59910,51.89758,-1,2022-09-25 01:55,94,253242396,netherlands,netherlands
8.11597,48.84465,7.9 Knots,2022-09-24 18:46,176.8,244620654,germany,switzerland
4.83394,52.40904,-1,2022-09-25 02:02,---,253242441,netherlands,netherlands
4.36179,51.27164,-1,2022-09-25 02:02,---,244670077,netherlands,belgium
4.26810,51.88099,-1,2022-09-25 02:04,---,205269190,belgium,netherlands
114.15773,22.30830,0.2 Knots,2022-04-08 02:22,---,477996026,hong-kong,hong-kong
4.41521,51.90991,-1,2022-09-25 02:05,---,244087627,netherlands,netherlands
4.81508,52.39695,-1,2022-09-25 01:09,---,205523290,netherlands,netherlands
4.84956,52.40718,-1,2022-09-25 02:02,---,244660878,netherlands,netherlands
7.30006,52.91678,7.4 Knots,2021-11-27 09:15,1.2,211301450,germany,Unknown
4.32355,51.86745,-1,2022-09-25 02:05,---,244690411,netherlands,netherlands
4.82537,52.39505,-1,2022-09-25 01:58,---,244710872,netherlands,netherlands
6.60968,51.63040,1.3 Knots,2022-09-23 21:18,---,211806580,germany,germany
4.37622,51.88661,-1,2022-01-07 09:37,---,269057297,netherlands,netherlands
4.16854,51.94057,-1,2022-09-25 02:05,---,244670290,netherlands,netherlands
4.89982,52.39957,-1,2022-09-24 09:41,---,244660265,netherlands,netherlands
103.71788,1.22546,2.9 Knots,2022-09-24 12:43,129,564974000,singapore,singapore
8.41631,49.54009,-1,2022-09-25 01:26,---,244690901,netherlands,germany
4.30490,51.33589,-1,2022-09-25 02:03,---,211530930,belgium,belgium
4.21814,51.92143,0.1 Knots,2022-09-25 02:03,---,205430790,netherlands,netherlands
4.58027,51.67735,-1,2022-09-23 17:50,---,244740788,netherlands,netherlands
9.39659,52.39136,2.3 Knots,2022-09-24 22:34,262,244660097,germany,germany
4.41450,51.91034,-1,2022-09-25 02:01,---,244100879,netherlands,netherlands
4.41590,51.90892,-1,2022-09-25 02:04,---,244690223,belgium,netherlands
134.45295,34.32641,11.6 Knots,2022-09-21 17:18,292.5,431003702,japan,Unknown
4.37166,51.25887,-1,2022-09-25 02:03,---,244780380,netherlands,belgium
3.74104,51.08109,-1,2022-09-25 01:56,---,244670745,belgium,belgium
4.57585,51.21475,6.6 Knots,2022-09-24 20:21,113.7,211496500,belgium,JEMEPPE SUR SAMBRE
100.54894,13.67333,6 Knots,2022-09-24 23:55,211,567002640,thailand,thailand
4.12537,51.95744,-1,2022-09-25 02:03,---,244190323,netherlands,netherlands
3.71843,51.44451,0.1 Knots,2022-09-25 02:00,---,244660656,belgium,netherlands
36.56558,45.09863,-1,2022-08-15 15:11,---,273445840,russia,KAVKAZ
4.30948,51.88187,-1,2022-09-25 02:03,---,205259190,netherlands,netherlands
4.78591,52.96316,6.9 Knots,2022-06-03 07:33,209,244070747,netherlands,netherlands
6.69552,51.19937,-1,2022-09-25 01:59,---,244670742,netherlands,germany
4.35290,51.90362,-1,2022-09-25 02:05,---,244780955,netherlands,netherlands
5.10879,52.01088,2.1 Knots,2022-09-25 00:14,---,244690695,netherlands,AMSTERDAM
9.18597,53.91484,-1,2022-09-22 18:47,---,244690990,germany,germany
4.49208,51.24010,-1,2022-04-20 17:00,---,244710284,belgium,belgium
10.30182,43.54910,-1,2022-08-06 08:31,---,247377100,italy,italy
4.37472,51.88705,-1,2022-09-25 02:00,---,211435700,netherlands,netherlands
3.84098,51.37170,9 Knots,2022-09-25 02:05,295.3,205551390,belgium,netherlands
4.74160,52.41584,-1,2022-09-25 01:53,---,205524390,netherlands,netherlands
4.40935,51.88720,-1,2022-09-25 02:01,---,244660647,netherlands,netherlands
106.87953,-6.09840,-1,2020-10-18 23:43,---,525001020,indonesia,Unknown
4.26738,51.26230,-1,2020-10-22 14:25,---,244660918,belgium,belgium
4.42649,51.88318,-1,2022-07-27 09:26,---,244740491,netherlands,netherlands
4.59442,52.45826,-1,2022-09-25 02:04,---,244004909,netherlands,netherlands
29.83337,59.95506,5.8 Knots,2022-09-17 11:46,112.9,273332640,russia,russia
5.14578,51.81372,6.6 Knots,2022-09-25 02:05,75.5,211626240,belgium,germany
8.33664,49.07149,-1,2022-09-25 02:03,---,211833710,germany,germany
9.98813,53.47120,-1,2022-09-25 02:00,---,211515230,germany,germany
28.62876,44.32409,0.1 Knots,2022-09-14 23:42,---,264163356,romania,romania
7.90496,48.67967,0.3 Knots,2022-09-25 01:10,---,244810599,switzerland,belgium
9.97663,53.53144,-1,2022-09-25 02:05,---,211214670,germany,germany
6.73036,51.44758,4 Knots,2022-09-25 02:05,303.3,244237788,germany,germany
7.39007,50.44594,5.7 Knots,2022-09-22 23:52,124,244722317,germany,germany
14.55016,53.41402,-1,2022-09-25 02:05,---,261182619,poland,poland
4.41496,51.89756,-1,2022-09-25 01:54,---,244690001,netherlands,netherlands
4.69100,52.44560,5.5 Knots,2021-11-30 13:07,131.3,211518840,netherlands,netherlands
17.15052,48.13013,-1,2022-09-14 09:22,---,244184361,austria,slovakia
3.73853,51.08468,-1,2022-09-25 01:57,291,244700690,netherlands,belgium
8.30141,49.02827,10.9 Knots,2022-09-25 02:05,1.3,269057131,germany,germany
10.48550,53.25781,5.6 Knots,2022-09-24 18:23,179,211664180,germany,HAMBURG
5.59784,51.89648,-1,2022-09-25 02:05,---,211552800,netherlands,netherlands
6.73234,51.44690,4.2 Knots,2022-09-23 17:26,116,244650813,netherlands,NLSPI00114CITYX00001
4.35286,51.90368,-1,2022-09-25 02:03,---,244620087,netherlands,netherlands
28.60673,44.10071,5.8 Knots,2022-09-21 04:18,270.5,207261414,romania,CONSTANCA
8.11415,48.83862,0.7 Knots,2022-09-24 17:17,---,244620875,germany,germany
136.65203,34.98945,0.2 Knots,2018-12-28 03:02,---,431003174,japan,japan
28.60499,44.10088,5.1 Knots,2022-09-14 06:54,274.3,272029700,romania,IZMAIL
4.74232,52.42778,-1,2022-09-25 02:03,---,211515740,netherlands,netherlands
29.99161,59.92313,5.8 Knots,2022-09-12 23:52,114.7,273345900,russia,russia
8.52463,52.34491,5.3 Knots,2022-07-22 09:33,84.9,244929666,netherlands,germany
3.69631,51.10072,-1,2022-09-25 02:05,---,244620837,belgium,belgium
4.26848,51.87977,-1,2022-09-25 02:05,---,244810692,netherlands,netherlands
6.97531,50.98156,-1,2022-09-25 02:03,---,211513570,netherlands,germany
-73.92060,40.78533,3.8 Knots,2022-09-13 20:37,15,367074110,usa,Unknown
4.04188,51.96117,-1,2022-09-25 02:05,---,205490890,netherlands,netherlands
4.04294,51.92986,-1,2022-09-25 02:04,---,244670357,netherlands,netherlands
4.16802,51.94050,-1,2022-09-25 01:53,---,244670291,netherlands,netherlands
4.37593,51.25558,-1,2022-09-25 02:05,---,205378390,netherlands,belgium
7.72932,52.35702,-1,2022-09-23 17:54,---,211811850,germany,netherlands
4.31593,51.88974,-1,2022-09-25 02:05,---,211594440,netherlands,netherlands
0.34121,51.44856,7.9 Knots,2021-12-21 17:08,104.8,235054768,united-kingdom,WORKING LONDON RIVER
4.39239,51.24859,-1,2022-09-25 02:05,---,211804170,netherlands,belgium
36.55814,45.09011,-1,2020-08-19 21:57,10,273351010,russia,KASHPIR
18.14084,59.33906,-1,2022-09-25 01:48,---,265632710,sweden,sweden
4.14939,51.95635,-1,2022-09-25 02:05,---,244620782,netherlands,netherlands
5.41232,53.17002,-1,2022-09-25 02:05,---,244700322,netherlands,netherlands
4.17069,51.94589,-1,2021-09-24 12:51,---,244185400,netherlands,netherlands
4.43463,51.71075,-1,2022-09-25 01:57,---,269057617,netherlands,belgium
3.40088,50.90760,4.6 Knots,2022-09-24 08:46,234.5,205548290,belgium,france
4.29470,51.34183,0.1 Knots,2022-09-25 02:04,---,244730368,netherlands,belgium
5.27523,51.71201,-1,2022-09-25 02:05,---,244700203,netherlands,netherlands
9.92580,53.54378,-1,2022-09-25 02:04,---,244780387,germany,germany
3.82311,51.33235,-1,2022-09-20 07:57,---,244750375,belgium,netherlands
14.58625,53.41548,-1,2022-09-25 02:05,---,261186200,poland,poland
4.31671,51.88921,-1,2022-09-25 02:05,---,205392790,netherlands,netherlands
3.76029,51.34566,-1,2022-09-25 02:05,203,211531840,netherlands,netherlands
4.82145,51.93127,7.5 Knots,2022-09-25 02:05,40.8,269057736,belgium,netherlands
4.17276,51.94480,-1,2022-09-25 02:05,---,244790604,netherlands,netherlands
4.33651,51.29371,-1,2022-09-25 01:52,---,244650475,netherlands,belgium
4.31157,51.31663,-1,2022-09-25 02:03,---,244130505,germany,belgium
6.98860,50.89939,4.7 Knots,2022-09-25 02:05,133,244001750,germany,germany
7.30960,52.51752,5.5 Knots,2022-09-24 03:41,163.3,244700599,netherlands,germany
7.36480,51.66108,0.1 Knots,2022-09-20 14:39,---,211515880,germany,Unknown
4.75728,51.17915,6.8 Knots,2022-09-24 18:10,93.8,244700449,belgium,belgium
3.80138,51.21138,-1,2022-09-25 01:54,---,244670589,netherlands,Unknown
36.53749,45.10019,0.1 Knots,2021-07-02 19:43,23,273355350,russia,KAVKAZ
5.92718,53.15714,-1,2022-09-25 02:05,---,244660841,germany,germany
4.14135,51.65972,0.1 Knots,2022-09-24 15:54,---,244670171,netherlands,belgium
103.94384,1.29961,0.1 Knots,2022-09-25 01:55,---,563021390,singapore,Unknown
4.74247,52.42784,-1,2022-09-25 01:55,282,211694430,netherlands,netherlands
4.41511,51.91004,-1,2022-09-25 02:01,32,244006327,netherlands,netherlands
6.72474,51.45579,5.5 Knots,2022-09-24 16:08,183,211875230,netherlands,germany
4.26483,51.88139,-1,2022-09-25 02:05,---,244094246,netherlands,netherlands
4.36992,51.88875,-1,2022-09-25 01:52,---,244890292,germany,netherlands
3.83739,51.30315,-1,2022-01-04 13:41,---,244890070,belgium,netherlands
4.36534,51.89284,-1,2022-09-25 02:03,---,205369890,netherlands,netherlands
3.19571,51.34469,-1,2022-09-25 00:08,235,205217290,netherlands,belgium
28.60739,44.10087,6.5 Knots,2022-09-11 14:05,270.5,244740642,romania,CONST;
5.10730,52.01079,-1,2022-09-25 02:00,---,205435190,netherlands,netherlands
4.57993,51.80566,-1,2022-09-25 02:05,---,244690453,netherlands,netherlands
4.61414,51.69203,-1,2022-09-23 17:05,---,244012012,netherlands,netherlands
8.31556,49.05823,4 Knots,2022-09-22 01:24,207,253242277,germany,netherlands
6.97935,50.84480,-1,2022-09-25 02:00,---,244660421,germany,germany
7.35509,50.46574,2.4 Knots,2022-09-24 12:12,---,253242385,netherlands,luxembourg
4.03709,50.95430,-1,2022-09-25 02:05,---,205249490,belgium,AALST
4.41567,51.24070,-1,2015-01-29 09:03,---,205362990,belgium,Unknown
4.43521,51.92790,-1,2022-09-25 02:05,---,244790972,netherlands,APM - SCHIEKAN V.V.
8.33795,49.07176,-1,2022-09-25 02:04,---,244070112,switzerland,germany
13.19942,52.52981,-1,2022-09-24 08:18,---,211782430,germany,Unknown
8.46539,49.33839,9.5 Knots,2022-09-25 02:05,54.5,211367550,germany,DEGOD03900TERMO06720
20.55985,44.84390,8.1 Knots,2020-04-05 06:26,55.2,264162623,serbia,romania
4.32357,51.30189,-1,2022-09-25 02:04,---,211519220,netherlands,belgium
8.42849,49.53354,-1,2022-09-25 01:47,---,211516810,germany,LUDWIGSHAFEN
3.71427,51.44899,-1,2022-09-25 01:51,---,205423290,netherlands,netherlands
6.67901,51.55107,6.3 Knots,2022-09-25 02:02,197.9,244650323,netherlands,germany
6.31706,51.79452,10.5 Knots,2022-09-25 01:49,331,244001635,france,netherlands
6.22797,51.82939,5.7 Knots,2022-09-24 16:18,91.7,253242285,belgium,germany
4.94341,52.38182,-1,2022-09-25 02:01,97,244660500,netherlands,netherlands
103.72456,1.22564,-1,2022-09-25 01:49,---,563017480,singapore,Unknown
8.52387,50.07406,6.4 Knots,2022-09-24 10:02,340.5,244181288,germany,germany
-74.01687,40.67200,3.3 Knots,2022-09-22 14:42,353.8,367686920,usa,usa
8.06991,48.79152,8.3 Knots,2022-09-24 18:05,233.5,211491460,germany,switzerland
8.33671,49.07138,-1,2022-09-25 02:02,---,205252890,netherlands,germany
18.67425,54.38296,-1,2022-09-25 02:05,---,261182515,poland,poland
10.48841,53.29088,1.3 Knots,2022-09-24 17:16,187,211514420,germany,Unknown
4.58948,51.68973,-1,2022-09-25 02:04,---,244660690,netherlands,netherlands
7.30941,52.51774,3.9 Knots,2022-09-24 10:05,164,211798640,germany,MINDEN
7.21092,50.62792,-1,2022-09-25 02:03,---,211520350,germany,morocco
20.20251,54.68907,2.3 Knots,2022-08-12 06:08,---,273340290,russia,Unknown
4.13711,51.66029,4.7 Knots,2022-09-24 15:54,96,244730150,belgium,BEAAA01725DOCKX00083
