lon,lat,speed,timestamp,course,mmsi,source_port,dest_port
114.09494,22.36269,-1,2022-09-12 03:24,---,477996022,hong-kong,hong-kong
109.08908,14.58656,5.6 Knots,2022-08-18 06:18,15.9,574070032,vietnam,Unknown
-74.02679,40.64748,1.2 Knots,2022-09-25 02:06,---,367725790,usa,usa
47.99779,46.42172,-1,2015-06-04 02:58,---,273338670,Unknown,Unknown
---,---,-1,,---,273322480,Unknown,Unknown
116.90761,-1.38490,7.2 Knots,2021-10-13 17:56,229.2,457900067,Unknown,Unknown
98.30022,10.95013,0.5 Knots,2021-03-20 10:12,---,506006400,Unknown,Unknown
109.06154,14.56983,-1,2022-09-04 16:49,---,574667788,Unknown,Unknown
7.17640,4.10188,23.8 Knots,2021-04-16 11:17,269.3,538003968,Unknown,BONNY OFFSHORE OT
100.58178,13.58058,-1,2022-09-25 00:05,---,567004317,Unknown,thailand
116.99958,-1.23641,2.9 Knots,2022-05-27 19:16,---,525101861,Unknown,Unknown
106.89751,-6.07714,1.1 Knots,2022-03-16 08:07,---,525009280,indonesia,indonesia
129.22481,35.15537,6.4 Knots,2022-09-24 22:19,11.5,440107590,korea,Unknown
129.20628,35.12579,9.6 Knots,2022-07-05 13:14,45.5,440324890,korea,Unknown
103.90390,1.19552,3.9 Knots,2022-08-12 22:38,68.9,525015388,indonesia,Unknown
-60.11107,-3.04795,2.6 Knots,2022-06-02 19:42,---,710002999,brazil,Unknown
3.82470,51.32829,-1,2022-09-09 09:59,---,244740683,netherlands,netherlands
34.36066,31.91614,9.6 Knots,2021-09-09 12:37,112,248050805,Unknown,SEA FOR ORDER
---,---,-1,,---,548696300,philippines,CDO
44.19945,56.17630,7.3 Knots,2020-08-19 14:09,155.4,273389930,russia,KAZAN
0.37105,51.44583,-1,2022-09-24 13:58,275,232012297,united-kingdom,united-kingdom
138.63957,35.05632,4.3 Knots,2022-09-13 00:45,89,431020091,japan,SEA TRIAL
105.99863,-5.93814,-1,2020-10-09 10:28,---,525500279,indonesia,PALEMBANG
129.02778,35.02445,10.1 Knots,2022-09-24 19:50,248.8,440136380,korea,Unknown
138.51003,34.53582,11.5 Knots,2022-09-24 19:53,254.7,431019458,japan,&gt;JP UBJ OFF
139.85737,35.39907,10.2 Knots,2022-09-25 02:06,3.8,431018712,japan,&gt;JP KWS SG
121.49880,31.20442,8 Knots,2020-06-05 02:09,209.8,413375960,china,SHANGHAI
120.93739,14.57734,6.2 Knots,2022-09-23 14:47,246.2,548447500,philippines,philippines
134.22177,34.58950,10.8 Knots,2022-09-21 04:42,248,431019351,japan,JP HHR OFF
128.16526,-3.66671,0.2 Knots,2021-09-21 07:08,---,525020386,indonesia,AMQ
129.05082,35.12003,-1,2022-09-25 02:06,---,440053750,korea,korea
114.08387,22.29140,6.7 Knots,2022-09-19 09:43,179.3,477995362,hong-kong,Unknown
134.81027,34.07728,11 Knots,2022-09-24 04:12,140.5,431019369,japan,&gt;JP MAR OFF
55.37974,25.36462,-1,2022-09-24 23:20,---,677098600,uae,uae
120.92927,14.63235,4.3 Knots,2022-01-10 05:57,33.5,548454500,philippines,Unknown
120.25063,22.60333,0.2 Knots,2022-09-25 02:04,---,671652000,taiwan,TAI WAN
23.61499,37.94490,-1,2022-09-24 18:09,---,239864200,greece,greece
134.36917,34.40587,12.3 Knots,2022-09-14 10:16,322.3,431017504,japan,&gt;JP KNM YN
134.33104,34.37246,12.2 Knots,2022-07-23 02:55,296.3,431019381,Unknown,&gt;JP TXD OFF
139.66409,35.10468,13.7 Knots,2022-09-25 01:42,235.4,431019444,japan,japan
134.43600,34.33559,11.5 Knots,2022-09-24 11:04,295.8,431012455,japan,&gt;JP OTK OFF
---,---,-1,,---,525600056,Unknown,indonesia
106.79942,-5.92579,3.5 Knots,2022-03-04 17:11,281.2,525006134,indonesia,indonesia
116.99997,-1.27090,1.6 Knots,2022-09-24 01:22,---,525300963,indonesia,Unknown
120.04399,14.74782,6.4 Knots,2019-12-22 04:24,343.3,548229500,philippines,philippines
139.84371,35.51246,2.8 Knots,2022-09-24 05:20,235,431018479,japan,&gt;JP ANE OFF
-79.52701,8.92445,0.3 Knots,2021-09-20 11:57,294,613003731,ecuador,Unknown
129.06928,35.02373,7.1 Knots,2022-07-02 02:26,261.6,440708900,Unknown,Unknown
139.91347,35.49516,-1,2022-09-24 19:52,62,431017615,japan,&gt;JP ANE OFF
100.58919,13.58543,3.6 Knots,2022-09-22 15:32,341,567002160,thailand,thailand
140.00559,35.50284,-1,2022-09-24 16:09,39,431018699,japan,japan
140.76176,40.90226,-1,2022-09-25 02:05,267,431019598,japan,japan
106.93115,-6.08001,-1,2022-06-13 16:45,---,525301949,Unknown,indonesia
134.81338,34.06291,11.4 Knots,2022-09-24 13:38,136,431019456,Unknown,JP KWS OFF
113.33336,22.27188,2 Knots,2020-12-24 10:48,123,563122500,Unknown,china
---,---,-1,,---,657166800,nigeria,Unknown
29.86504,31.17129,-1,2022-09-24 17:39,---,636021655,Unknown,egypt
139.83385,35.45308,12.7 Knots,2022-09-25 02:06,44,431017044,japan,JP ANE IDEMITSU C2
134.20548,35.72878,11.6 Knots,2022-09-24 00:30,84.7,431652000,japan,JP IHA OFF
103.74606,1.19445,0.1 Knots,2022-09-25 01:59,---,563077880,Unknown,SINGAPORE
55.10812,25.54055,5.3 Knots,2022-09-06 12:43,290,677021800,uae,uae
129.14846,34.97424,10.1 Knots,2022-09-23 14:46,223.6,441422000,korea,KR / BS
103.74603,1.19192,0.1 Knots,2022-09-25 01:52,287,563077870,Unknown,singapore
120.19583,31.92878,10.6 Knots,2022-08-31 08:35,95.5,413443790,china,china
100.56902,13.65899,10.7 Knots,2022-09-22 13:19,249,567072200,thailand,thailand
118.79244,38.55692,10.2 Knots,2022-09-21 05:03,104.3,412438680,china,ZHOUSHAN
104.03812,1.24107,8.7 Knots,2022-09-14 11:19,77.3,567070500,thailand,thailand
99.99230,13.37273,-1,2022-09-15 00:18,---,567002850,thailand,thailand
114.39017,22.20668,7.5 Knots,2022-09-25 02:01,208.6,413452040,china,BASUO
134.20092,34.41297,12.8 Knots,2022-09-23 11:52,293.6,431016994,japan,&gt;JP MIZ OFF
121.38726,30.55106,9.1 Knots,2022-09-24 01:16,103.6,440182000,china,japan
116.84116,-1.29694,3.5 Knots,2022-09-19 14:22,297.4,525020413,indonesia,BALIKPAPAN
114.11777,22.34751,-1,2022-09-25 02:06,---,477996907,hong-kong,hong-kong
129.18846,35.02251,7.9 Knots,2022-09-25 01:58,215.9,440132140,korea,ULSAN
104.00313,1.18521,-1,2022-09-13 07:49,---,525119208,Unknown,indonesia
117.04336,-1.24143,4.1 Knots,2022-09-06 17:23,26,525401601,Unknown,indonesia
113.77210,22.23061,9.8 Knots,2022-08-17 06:26,215.8,413204220,china,china
120.08219,31.95488,8.5 Knots,2022-09-22 09:47,289.8,413419970,china,JIA XING
122.80416,31.02325,9.2 Knots,2022-08-21 18:38,23,413355060,china,CAOJING
116.97101,-1.37960,6.8 Knots,2022-07-20 18:03,120.1,525018460,indonesia,indonesia
118.14263,23.99173,8.4 Knots,2022-09-13 03:17,231,414403610,china,china
116.83151,-1.32940,5.9 Knots,2022-06-20 08:16,275.6,525018367,malaysia,indonesia
28.99599,41.27113,-1,2022-09-24 09:24,338,271049453,turkey,egypt
120.34129,31.97822,13.2 Knots,2022-09-10 03:36,49,412406130,china,DALIAN
6.70596,53.17384,-1,2022-05-09 12:19,247,246240000,netherlands,netherlands
11.09544,55.66628,-1,2022-09-25 02:06,288,244515000,netherlands,denmark
14.03545,54.32124,11 Knots,2022-09-25 02:01,151.4,246301000,belgium,poland
0.11188,53.56308,8.1 Knots,2022-09-25 02:06,293.8,244329000,united-kingdom,united-kingdom
113.79620,22.32009,11.6 Knots,2022-09-24 19:31,169.5,413510950,china,china
120.29197,31.95310,13.5 Knots,2022-09-21 10:18,68.1,413384010,Unknown,china
121.99522,29.89931,-1,2021-09-03 06:20,---,413406060,china,BAIFENG
116.94385,-1.36122,4.8 Knots,2022-09-24 18:16,129.5,525024257,indonesia,indonesia
120.36124,31.99155,13.4 Knots,2022-09-11 04:16,54.2,412766810,china,china
91.79863,22.19998,-1,2022-09-07 12:27,177,405000370,Unknown,Unknown
120.90241,31.83094,7.3 Knots,2022-09-23 17:27,154.7,413447270,china,china
-5.69653,43.56123,-1,2022-09-22 16:58,67,224882000,spain,spain
103.96120,1.20375,6.2 Knots,2022-09-06 01:34,79.6,525301119,indonesia,BATAM
135.41338,34.52518,0.6 Knots,2022-09-24 23:24,118,352001707,taiwan,JP SAK OFF
121.46730,30.53413,10.1 Knots,2022-09-25 02:06,102.3,352978162,china,taiwan
126.35375,37.02131,-1,2022-09-25 01:58,60,413298170,china,korea
104.05433,1.24148,13.4 Knots,2022-09-25 02:06,83,357625000,malaysia,CN NBG
129.16691,34.93256,14 Knots,2022-09-23 09:15,37.4,352001150,korea,china
23.37207,36.95544,9.6 Knots,2022-09-23 04:01,196.4,228437800,turkey,spain
56.26776,27.07953,0.3 Knots,2022-02-01 02:22,105,457173000,china,INDIAN OCEAN
27.14455,40.45233,-1,2022-09-15 14:26,179,247474200,Unknown,turkey
29.77305,59.92706,-1,2022-09-25 01:39,58,273540370,russia,russia
100.57952,13.55277,12.1 Knots,2022-09-22 19:02,147,567072100,thailand,thailand
120.29082,22.29436,12.7 Knots,2022-09-20 12:11,140.3,352898732,taiwan,japan
13.62634,36.68580,10.6 Knots,2022-09-23 08:57,288.7,256180000,turkey,tunisia
135.11971,34.12354,3.6 Knots,2022-09-24 22:24,128,431019168,japan,JP WAK OFF
138.44331,34.55047,12.7 Knots,2022-09-24 08:39,270.7,431019136,japan,&gt;JP SBK OFF
134.45983,34.78560,0.7 Knots,2022-09-21 00:30,157,431015914,japan,japan
54.97214,-20.37087,12.9 Knots,2022-09-06 11:36,335.7,357102000,reunion,FOR ORDERS
138.55208,34.57378,13.4 Knots,2022-09-20 15:27,299.9,431019191,japan,JP NGO  B-4
129.15977,34.95839,11.8 Knots,2022-09-21 04:01,67,352001627,Unknown,Unknown
126.06511,36.83716,13.9 Knots,2022-09-22 00:58,236.2,441409000,korea,china
125.88048,36.48056,13.7 Knots,2022-09-25 02:02,213.3,352001081,korea,taiwan
121.05557,31.76146,13.9 Knots,2022-06-19 02:14,117.1,413380340,china,china
122.85691,35.61901,11.8 Knots,2022-08-14 20:32,359.4,413443660,china,DALIAN
119.85810,22.45725,13 Knots,2022-09-20 16:19,245.6,356935000,taiwan,thailand
120.93482,25.16682,11.1 Knots,2022-09-21 03:16,1.7,352001272,taiwan,korea
103.68353,1.19794,-1,2022-09-25 02:04,275,413319660,singapore,PWBGA_SGP
---,---,-1,,---,224932000,Unknown,Unknown
122.85854,36.94269,12.7 Knots,2022-09-09 06:45,359.9,413313180,Unknown,china
103.48916,1.22284,12 Knots,2022-09-23 05:34,286.1,538009668,singapore,malaysia
120.35635,31.98920,13.3 Knots,2022-09-18 08:42,55.2,413266920,china,korea
119.93392,32.05961,11.5 Knots,2022-09-10 00:53,337.5,413346120,Unknown,WU HU
117.00835,-1.43743,6.5 Knots,2022-05-03 20:41,129.9,525301910,Unknown,indonesia
120.42762,32.02472,14.6 Knots,2022-09-16 06:40,70.9,413313910,china,china
119.93392,32.05961,11.5 Knots,2022-09-10 00:53,337.5,413346120,Unknown,WU HU
125.86276,36.46702,14.1 Knots,2022-09-25 01:54,189.4,440068000,korea,korea
122.23075,30.62258,10.9 Knots,2022-07-09 13:25,27.2,413364490,china,Q D
145.38200,-15.63534,13.9 Knots,2022-09-22 18:28,358.5,636093033,australia,australia
153.27735,-26.71641,7.7 Knots,2022-09-25 02:06,303.4,636093032,australia,australia
134.96891,34.06157,10.3 Knots,2022-09-18 05:45,180.9,352001359,korea,japan
120.40634,32.01771,13.3 Knots,2022-09-24 04:58,64.7,352001217,china,korea
29.28868,40.84945,-1,2022-09-24 06:19,74,271050749,Unknown,turkey
147.38946,-42.93535,-1,2022-09-25 02:02,344,636093034,australia,australia
129.16570,35.04320,12.4 Knots,2022-09-23 05:34,119.6,352001353,korea,KR PUS
103.63008,1.19052,13 Knots,2022-09-18 18:59,282.7,352001132,japan,malaysia
-13.51506,28.09615,13.1 Knots,2022-09-24 12:41,212.9,353823000,france,FOR ORDERS
119.99281,32.00603,-1,2022-09-16 02:19,318,256173000,oman,Unknown
121.78296,30.25651,8.1 Knots,2022-09-07 09:23,182.4,413441490,china,china
114.10367,22.13444,10.1 Knots,2022-09-23 16:49,209.9,413336530,china,hong-kong
103.76526,1.27093,-1,2022-09-24 22:10,122,563132900,singapore,singapore
119.89965,32.12059,-1,2022-06-14 23:03,---,525112002,Unknown,china
103.98967,1.29991,0.1 Knots,2022-09-25 02:03,320,563130300,singapore,AEPB/C
119.98227,31.99937,9.6 Knots,2022-08-08 00:11,316.7,413348480,Unknown,china
121.63323,27.47437,11.6 Knots,2022-09-18 11:56,18.7,413346790,china,china
14.48228,36.45677,10.2 Knots,2022-09-23 11:16,109.2,229440000,spain,egypt
118.78199,38.79957,10.7 Knots,2022-09-22 11:36,284.9,256110000,Unknown,Unknown
129.04603,35.09712,-1,2022-09-24 05:17,114,242178400,korea,korea
100.44070,4.07961,10 Knots,2022-09-04 05:31,164.4,533132217,malaysia,PORT KELANG
29.28470,40.85480,-1,2022-09-25 02:04,---,271999998,Unknown,turkey
120.63542,25.06643,12.3 Knots,2022-09-12 05:04,32.8,352001456,singapore,china
120.45606,32.03162,8.3 Knots,2022-09-19 23:44,77.4,229754000,china,SEA TRIAL
-57.66872,-38.60637,11.8 Knots,2022-08-22 21:06,236,563134900,uruguay,FOR ORDERS
14.84140,35.95274,0.3 Knots,2022-09-25 01:06,131,215902000,spain,MALTA
20.79061,55.73635,7.3 Knots,2022-09-20 12:34,262.5,215903000,lithuania,FOR ORDERS
49.66896,40.25007,3.9 Knots,2022-09-13 15:44,328,423510100,azerbaijan,azerbaijan
121.81259,38.84646,7.4 Knots,2021-09-18 21:55,256.9,413282560,Unknown,china
120.27438,31.94889,10.1 Knots,2022-09-25 02:06,239.6,413343290,china,china
121.36159,31.52692,11.6 Knots,2022-09-22 00:03,123,477856200,Unknown,Unknown
103.39517,1.25607,13.2 Knots,2022-09-24 07:18,310.7,477811600,singapore,LUBUK GAUNG
126.39674,37.02060,-1,2022-09-25 01:51,257,413293310,korea,korea
121.75660,31.26632,12.2 Knots,2022-09-08 15:02,140.2,636021712,Unknown,china
103.94866,1.30041,0.1 Knots,2022-09-25 02:05,---,563846000,singapore,P-17 N-WESCOAST
23.54443,37.94994,-1,2021-10-08 06:33,---,237091900,greece,Unknown
8.44592,55.46351,0.1 Knots,2022-09-25 02:06,120,219022047,denmark,denmark
23.55153,38.03636,-1,2022-09-23 05:27,---,241135000,greece,(!(!(!(!(!(!
37.37113,45.31887,-1,2019-06-03 17:29,---,273446990,russia,TEMRUK
37.78486,44.73188,-1,2022-09-25 02:04,---,273453430,russia,russia
22.26048,38.28538,6.7 Knots,2022-09-25 02:05,104.8,247433600,italy,TIVSI GRE
9.86936,53.53816,-1,2022-09-25 02:05,328,211372620,germany,germany
103.83975,1.23819,4.7 Knots,2022-09-25 02:04,236.7,563033720,singapore,Unknown
11.88997,57.69097,-1,2022-09-25 02:06,77,265550210,sweden,sweden
103.90690,1.09775,2.1 Knots,2022-09-22 16:25,---,525300666,indonesia,TANJUNGUNCANG
9.95589,53.50938,-1,2022-09-25 02:06,---,211178650,germany,germany
-74.19616,40.63908,-1,2022-06-17 13:47,---,367065790,usa,Unknown
10.14780,54.36239,-1,2022-09-25 02:06,---,211262590,germany,germany
8.71372,53.86088,-1,2022-09-25 02:06,314,211286380,germany,germany
8.70913,53.86968,-1,2022-09-23 11:57,---,211516970,germany,germany
8.42682,55.47266,-1,2022-09-25 02:06,151,219010252,denmark,denmark
-74.01199,40.68159,0.3 Knots,2022-08-02 18:02,---,367760520,usa,usa
127.87629,-3.70108,4.2 Knots,2021-11-01 23:06,328.4,525018052,indonesia,AMBON
134.22072,34.58985,10.4 Knots,2022-06-02 06:14,246.2,431009421,japan,JP TXD OFF
142.76782,46.62219,0.1 Knots,2022-09-20 22:57,335,273312480,russia,russia
112.72731,-7.20512,4.1 Knots,2021-11-09 05:53,354,525012144,indonesia,indonesia
49.56825,40.21229,0.1 Knots,2022-09-22 10:37,---,423243100,azerbaijan,azerbaijan
134.36793,34.64143,11.6 Knots,2022-09-12 10:51,243,431016394,japan,japan
33.00912,68.95579,-1,2022-09-25 02:06,336,273133900,russia,russia
-57.95431,-38.39321,6.6 Knots,2021-04-29 19:50,245.7,701006126,argentina,argentina
134.50315,34.47209,11.9 Knots,2022-09-22 06:41,254.3,431014798,japan,JP TXD OFF
49.93389,40.36219,-1,2022-09-25 02:06,---,423175100,azerbaijan,azerbaijan
33.05728,69.00767,0.2 Knots,2022-09-25 02:05,---,273137900,russia,russia
134.41723,34.33170,11.7 Knots,2022-09-21 10:12,289.7,431015824,japan,&gt;JP NAS OFF
104.01295,1.23866,8.3 Knots,2022-04-16 19:42,76.9,525281444,Unknown,PANGERANG
134.58788,34.61892,11 Knots,2022-09-21 05:59,263.3,431004165,japan,&gt;JP TXD OFF
120.61339,14.55359,-1,2021-06-23 07:43,---,548261500,philippines,LIMAY
134.46258,34.48390,11.1 Knots,2022-09-12 05:02,240,431017445,japan,JP.TKM
134.35977,34.60110,10.9 Knots,2022-09-22 04:07,254.6,431011537,japan,&gt;JP IHA OFF
50.25432,44.58571,-1,2021-09-02 08:24,---,436000028,kazakhstan,kazakhstan
134.41842,34.44350,11.1 Knots,2022-09-10 06:51,248.9,431000323,japan,&gt;JP TXD OFF
56.35910,25.16582,-1,2022-09-25 02:06,---,470755000,uae,uae
36.52175,45.17920,6.3 Knots,2022-05-14 20:49,339.3,273376330,ukraine,ukraine
131.17213,33.97438,3.1 Knots,2018-12-26 01:17,255,431000698,japan,japan
112.71674,-7.17748,-1,2022-08-31 12:56,---,525010146,indonesia,SBY
112.71692,-7.18045,-1,2022-09-20 05:06,---,525018106,indonesia,SURABAYA
112.71912,-7.18090,0.2 Knots,2022-09-24 22:19,---,525018053,indonesia,LAMONGAN
115.20663,-8.74861,0.2 Knots,2022-09-22 05:47,---,525005238,indonesia,indonesia
103.99476,1.15792,0.2 Knots,2022-06-27 06:49,---,525012350,indonesia,indonesia
49.93780,40.36036,-1,2022-09-25 02:05,---,423190100,azerbaijan,azerbaijan
142.76938,46.62352,-1,2022-09-23 23:09,---,273439180,russia,russia
112.72936,-7.20875,-1,2022-09-25 02:05,---,525024217,indonesia,indonesia
112.68332,-7.00471,4.8 Knots,2021-11-05 08:32,193.3,525012107,indonesia,Unknown
55.27984,25.26800,-1,2022-09-25 02:06,---,470976000,uae,uae
104.64649,1.66238,0.1 Knots,2021-06-23 14:18,---,533045500,singapore,EOPL
103.75414,1.29659,-1,2021-08-31 00:18,---,563012328,singapore,singapore
79.84980,6.94096,0.1 Knots,2020-08-17 14:46,---,417222433,sri-lanka,sri-lanka
134.43445,34.61335,11.3 Knots,2022-09-24 09:15,254.6,431009442,japan,&gt;JP AJN OFF
106.90635,-6.10651,-1,2020-10-17 04:02,---,525007335,indonesia,indonesia
134.80997,34.07810,10.5 Knots,2022-09-24 12:59,138.8,431005426,japan,JP UDONO OFF
103.71791,1.14847,8.4 Knots,2022-06-13 02:05,293.7,533130995,malaysia,PGD-PKELAG
104.12663,1.32394,7.9 Knots,2022-09-22 13:23,119.8,533132169,malaysia,Unknown
103.75221,1.30539,-1,2022-09-13 04:50,---,563023490,singapore,singapore
---,---,-1,,---,525005237,indonesia,indonesia
134.44125,34.66655,10.9 Knots,2022-09-24 06:29,250.6,431017273,japan,japan
14.90173,35.87625,5.9 Knots,2022-09-19 23:05,113.1,249508000,malta,MALTA. VALLETTA
5.23519,59.41192,-1,2022-09-25 02:03,223,257114970,norway,FISHFARMS
121.74333,25.14029,-1,2022-09-25 00:00,---,416005475,taiwan,taiwan
29.85156,31.16828,4.3 Knots,2022-08-25 15:38,62.4,622171157,egypt,egypt
120.30172,22.58495,-1,2022-09-25 02:06,---,416005473,taiwan,taiwan
12.20518,65.47245,-1,2022-09-25 02:06,40,258090000,norway,norway
8.80666,63.63787,-1,2022-09-25 02:05,206,258043000,norway,norway
12.19153,66.02192,8.5 Knots,2022-09-25 02:06,123.9,257008000,norway,FISHFARMS CH 16
103.97828,1.29643,0.1 Knots,2022-09-25 02:02,---,564949000,singapore,ASPP
121.76563,25.15463,-1,2022-09-25 00:00,---,416005474,taiwan,taiwan
7.73446,63.11968,-1,2022-07-27 09:14,---,257571000,norway,norway
103.96255,1.30065,0.1 Knots,2022-09-25 02:06,---,563158000,singapore,AEPB
103.71374,1.21938,0.3 Knots,2022-09-25 02:04,---,565257000,singapore,AEPB
103.92655,1.25655,5 Knots,2022-09-25 02:06,236,565866000,singapore,AEPA
103.72195,1.22013,-1,2022-09-25 01:23,296,565140000,singapore,ASPP
114.11637,22.33663,0.1 Knots,2022-09-25 02:05,---,477995358,hong-kong,hong-kong
103.70606,1.22409,5.1 Knots,2022-09-25 00:13,241,563067420,singapore,ASPP
10.53846,55.47020,-1,2022-09-25 01:58,126,265797830,sweden,denmark
23.29749,70.28274,6.9 Knots,2022-09-25 02:05,226.7,257061880,norway,sweden
13.48751,66.93130,8.4 Knots,2022-09-25 02:06,172.3,257266000,norway,FROSVIKA
5.21692,60.40368,-1,2022-09-25 02:05,352,257706000,norway,BERGEN HAVN
103.75269,1.29858,-1,2022-09-24 09:16,---,563067430,singapore,singapore
10.59234,57.71942,-1,2022-09-25 02:06,241,219019067,denmark,denmark
103.93176,1.28227,-1,2022-09-25 02:06,---,563014650,singapore,PPT25
-21.92702,64.15847,5.4 Knots,2022-02-20 08:56,240,251340000,iceland,iceland
---,---,-1,,---,508111301,brunei,Unknown
103.96917,1.29605,0.3 Knots,2022-09-25 00:03,231,563020660,singapore,SINGAPORE
103.75466,1.30046,-1,2022-09-25 02:06,307,563034560,singapore,singapore
57.49730,-20.15606,-1,2017-09-09 17:47,68,645357000,mauritius,Unknown
-5.49259,35.90102,4.8 Knots,2022-09-09 15:25,196,242562300,morocco,MAPTM
103.95873,1.29713,-1,2022-09-25 02:06,314,566135000,singapore,singapore
103.79777,1.23332,0.1 Knots,2022-09-25 02:06,---,565102000,singapore,SINGAPORE
103.76089,1.29022,-1,2022-09-25 02:06,---,565243000,singapore,singapore
103.76093,1.29030,0.1 Knots,2022-09-25 02:06,---,565173000,singapore,singapore
5.21726,60.40378,-1,2022-09-25 02:04,351,258018390,norway,KLAMPAVIK
103.93801,1.29392,-1,2022-09-25 02:06,---,563338000,singapore,AEPB
7.76616,63.11718,-1,2022-09-25 01:59,179,259005800,norway,norway
114.15712,22.31679,-1,2022-08-04 02:55,---,477995927,hong-kong,hong-kong
-5.36330,36.14710,0.2 Knots,2022-09-24 00:27,---,236111602,gibraltar,gibraltar
---,---,-1,,---,525005264,Unknown,Unknown
14.41335,45.33302,-1,2022-07-13 19:51,---,238148440,croatia,croatia
103.84286,1.19151,7.7 Knots,2022-09-15 00:59,245.7,631968000,Unknown,VARIABLE
-76.45409,24.11333,6 Knots,2022-06-15 15:22,132.9,312785000,bahamas,CLIFTON   PIER N.P
120.71358,14.44247,4.9 Knots,2019-11-07 16:39,229.8,548370200,philippines,philippines
103.95349,1.29872,-1,2022-09-24 18:12,240,563034430,singapore,AEPB
103.72177,1.22603,0.1 Knots,2022-09-25 02:04,291,563030850,singapore,Unknown
103.71644,1.23019,7.5 Knots,2022-09-25 02:06,151.6,563029220,singapore,singapore
103.72594,1.21917,-1,2022-09-25 02:05,304,563033250,singapore,ASPP
103.94044,1.29662,0.1 Knots,2022-09-25 02:06,331,563033240,singapore,SINGAPORE
103.71800,1.22099,0.2 Knots,2022-09-25 02:00,309,563029230,singapore,AEPB
114.10692,22.36754,0.2 Knots,2022-09-22 00:25,---,477601000,hong-kong,hong-kong
4.99802,43.40368,-1,2022-09-25 02:03,92,228003800,france,FRLAV
12.24326,44.44035,5.9 Knots,2022-09-14 08:43,340.4,247180600,italy,italy
-21.93744,64.17434,5.2 Knots,2021-11-05 08:27,340.9,251411110,iceland,REYKJAVIK
103.75309,1.19409,0.1 Knots,2022-09-25 01:46,290,565761000,singapore,singapore
-5.36341,36.14722,-1,2022-09-25 02:06,---,236112494,gibraltar,gibraltar
0.03515,5.60994,0.6 Knots,2019-09-09 16:32,---,671795000,Unknown,LOME
103.82405,1.23229,2.5 Knots,2022-09-25 02:06,---,563003930,singapore,AEPA
103.69016,1.22309,5.8 Knots,2022-09-19 09:25,251.6,533000092,malaysia,SGP SMALL CRAFT A
14.71036,35.91324,6.3 Knots,2022-09-24 10:07,80.3,248138000,malta,MALTA_BUNKERING_BARG
-2.30954,47.16803,9.7 Knots,2022-09-07 17:01,28.9,227681520,france,france
10.30161,43.54939,-1,2022-09-24 21:08,---,247377500,italy,italy
5.79646,58.50426,-1,2022-09-25 02:06,289,257226500,norway,norway
23.71587,64.22235,-1,2022-09-05 11:56,322,230212000,finland,finland
24.94735,37.43223,0.4 Knots,2022-09-23 17:59,---,237943800,greece,greece
25.45662,70.96103,10.5 Knots,2022-09-25 02:06,141.7,259279000,norway,FISHFARMS
120.29259,22.61061,0.7 Knots,2022-09-22 08:20,---,416001858,taiwan,taiwan
103.89412,1.25892,0.2 Knots,2022-09-25 02:06,---,563001270,singapore,Unknown
103.76094,1.29048,-1,2022-09-09 06:45,---,563001280,singapore,singapore
21.15273,55.66057,-1,2022-09-23 19:50,348,277293000,lithuania,lithuania
23.61181,37.95695,-1,2022-09-25 02:06,---,237829800,greece,greece
0.51866,51.38481,-1,2022-05-20 11:58,---,235093292,united-kingdom,SHEERNESS
104.02941,1.25055,7.7 Knots,2022-09-24 18:38,83.9,467005341,malaysia,Unknown
4.97578,61.44393,8.3 Knots,2022-09-25 02:06,0.7,257121400,norway,norway
32.32375,31.25682,-1,2022-09-18 10:24,14,622123810,egypt,egypt
48.57789,29.77740,0.3 Knots,2022-09-24 20:02,329,425000017,iraq,UMQANCHT:AREA
103.90571,1.05455,8.3 Knots,2022-09-22 01:28,184.5,525100242,indonesia,BATAM(
106.93439,-6.08731,0.1 Knots,2022-03-10 06:44,---,525021168,indonesia,indonesia
49.91179,40.32286,4.8 Knots,2022-01-25 11:28,227.1,423301100,azerbaijan,Unknown
120.61439,14.54382,5.3 Knots,2021-06-23 08:03,21.8,548744200,philippines,SUBIC
104.06771,1.24315,5.5 Knots,2018-12-09 18:58,79,533000870,Unknown,malaysia
106.89570,-6.07202,-1,2022-06-13 17:01,---,525015818,indonesia,indonesia
113.89068,22.42459,7.4 Knots,2022-08-08 18:04,331.7,477605000,hong-kong,X
112.70947,-7.17914,-1,2022-09-24 16:23,---,525012110,indonesia,SURABAYA
108.56088,-6.31758,6.2 Knots,2022-09-11 03:33,317.3,525009065,indonesia,CIREBON
133.41668,42.71435,7.6 Knots,2022-04-13 21:47,74.2,273352380,russia,NEVELSK
49.26654,27.50562,-1,2022-09-24 20:06,304,377327000,panama,DREDGING SUPPORT-RAK
51.58875,25.92207,-1,2022-09-25 01:59,---,645350000,qatar,qatar
56.50668,25.19999,0.1 Knots,2022-09-25 02:06,---,470810000,uae,Unknown
55.11357,25.53520,0.4 Knots,2022-09-25 02:06,---,374218000,uae,AJMAN
134.81050,34.08060,11.1 Knots,2022-09-24 00:39,138.7,431008726,japan,&gt;JP YKK 3E OFF
112.71691,-7.18275,0.3 Knots,2022-09-23 18:49,---,525018287,indonesia,SURABAYA
103.97118,1.28295,0.3 Knots,2022-09-25 02:05,262,563480000,singapore,AWPA
112.71151,-7.17887,0.1 Knots,2022-09-24 04:58,---,525012254,indonesia,KALBUT
